Ref,studysite,Case,Lon,Lat,Soil.layer,Climate_Name,Control,Var,yi,vi,se,Agenumber,Recovery.mode,MAT,MAP,Altitude,BD,pH,Sand,Silt,Clay,Vege,Purpose,biome
46,2,141,108.090875,34.799875,topsoil,Cold,Cropland,LI,0.275645259,0.006666667,0.081649657,22,artificial,10,630,1239,1.306670074,7.333329773,31.01510429,52.53179932,24.16779938,broadleaved,RobiniaP,3
46,2,142,108.090875,34.799875,topsoil,Cold,Cropland,LI,0.519014844,0.006666667,0.081649658,22,artificial,10,630,1239,1.306670074,7.333329773,31.01510429,52.53179932,24.16779938,broadleaved,RobiniaP,3
46,2,143,108.090875,34.799875,subsoil,Cold,Cropland,LI,0.8061625,0.006666667,0.081649658,22,artificial,10,630,1239,1.39,7.366670227,28.09959984,52.57849731,24.26529999,broadleaved,RobiniaP,3
46,2,144,108.090875,34.799875,subsoil,Cold,Cropland,LI,0.431709484,0.006666666,0.081649657,22,artificial,10,630,1239,1.39,7.366670227,28.09959984,52.57849731,24.26529999,broadleaved,RobiniaP,3
46,2,145,108.090875,34.799875,subsoil,Cold,Cropland,LI,0.683324494,0.006666668,0.081649663,22,artificial,10,630,1239,1.39,7.366670227,28.09959984,52.57849731,24.26529999,broadleaved,RobiniaP,3
46,4,146,108.093125,34.803125,topsoil,Cold,Cropland,LI,1.211297661,0.006666666,0.081649656,16,artificial,10,630,1218,1.306670074,7.333329773,29.54454422,52.4664978,24.18280029,coniferous,cypress,3
46,4,147,108.093125,34.803125,topsoil,Cold,Cropland,LI,0.542936007,0.006666667,0.081649658,16,artificial,10,630,1218,1.306670074,7.333329773,29.54454422,52.4664978,24.18280029,coniferous,cypress,3
46,4,148,108.093125,34.803125,subsoil,Cold,Cropland,LI,0.123411863,0.006666667,0.081649661,16,artificial,10,630,1218,1.39,7.366670227,25.84880066,51.08940125,25.81359863,coniferous,cypress,3
46,4,149,108.093125,34.803125,subsoil,Cold,Cropland,LI,-0.436683219,0.006666667,0.081649658,16,artificial,10,630,1218,1.39,7.366670227,25.84880066,51.08940125,25.81359863,coniferous,cypress,3
46,4,150,108.093125,34.803125,subsoil,Cold,Cropland,LI,-6.02E-05,0.006666667,0.081649662,16,artificial,10,630,1218,1.39,7.366670227,25.84880066,51.08940125,25.81359863,coniferous,cypress,3
46,3,151,108.093125,34.802125,topsoil,Cold,Cropland,LI,2.794016105,0.006666666,0.081649657,16,artificial,10,630,1239,1.306670074,7.333329773,30.60614777,52.50560303,24.20509949,mixed,environmentaltree,3
46,3,152,108.093125,34.802125,topsoil,Cold,Cropland,LI,0.275351737,0.006666667,0.081649658,16,artificial,10,630,1239,1.306670074,7.333329773,30.60614777,52.50560303,24.20509949,mixed,environmentaltree,3
46,3,153,108.093125,34.802125,subsoil,Cold,Cropland,LI,0.20756781,0.006666667,0.08164966,16,artificial,10,630,1239,1.39,7.366670227,27.47369957,51.48640137,25.41239929,mixed,environmentaltree,3
46,3,154,108.093125,34.802125,subsoil,Cold,Cropland,LI,-0.856675871,0.006666666,0.081649652,16,artificial,10,630,1239,1.39,7.366670227,27.47369957,51.48640137,25.41239929,mixed,environmentaltree,3
46,3,155,108.093125,34.802125,subsoil,Cold,Cropland,LI,-0.185763816,0.006666668,0.081649668,16,artificial,10,630,1239,1.39,7.366670227,27.47369957,51.48640137,25.41239929,mixed,environmentaltree,3
46,6,156,108.090375,34.799625,topsoil,Cold,Cropland,LI,1.172044684,0.006666667,0.081649658,16,artificial,10,630,1259,1.306670074,7.333329773,30.92769051,52.85089722,24.33399963,broadleaved,environmentaltree,3
46,6,157,108.090375,34.799625,topsoil,Cold,Cropland,LI,0.57546741,0.006666667,0.081649661,16,artificial,10,630,1259,1.306670074,7.333329773,30.92769051,52.85089722,24.33399963,broadleaved,environmentaltree,3
46,6,158,108.090375,34.799625,subsoil,Cold,Cropland,LI,0.352583488,0.006666667,0.081649662,16,artificial,10,630,1259,1.39,7.366670227,27.96590042,52.5684021,24.61040039,broadleaved,environmentaltree,3
46,6,159,108.090375,34.799625,subsoil,Cold,Cropland,LI,-0.329979686,0.006666667,0.081649659,16,artificial,10,630,1259,1.39,7.366670227,27.96590042,52.5684021,24.61040039,broadleaved,environmentaltree,3
46,6,160,108.090375,34.799625,subsoil,Cold,Cropland,LI,0.57980913,0.006666666,0.081649654,16,artificial,10,630,1259,1.39,7.366670227,27.96590042,52.5684021,24.61040039,broadleaved,environmentaltree,3
46,1,161,108.091375,34.805875,topsoil,Cold,Cropland,LI,1.639436884,0.006666667,0.081649657,15,artificial,10,630,1230,1.306670074,7.333329773,28.5,52.13709717,24.74060059,mixed,environmentaltree,3
46,1,162,108.091375,34.805875,topsoil,Cold,Cropland,LI,-0.696011621,0.006666667,0.081649658,15,artificial,10,630,1230,1.306670074,7.333329773,28.5,52.13709717,24.74060059,mixed,environmentaltree,3
46,1,163,108.091375,34.805875,subsoil,Cold,Cropland,LI,-1.526281386,0.006666669,0.081649671,15,artificial,10,630,1230,1.39,7.366670227,24.25,50.56830139,26.51260071,mixed,environmentaltree,3
46,1,164,108.091375,34.805875,subsoil,Cold,Cropland,LI,-1.857154008,0.006666668,0.081649666,15,artificial,10,630,1230,1.39,7.366670227,24.25,50.56830139,26.51260071,mixed,environmentaltree,3
46,1,165,108.091375,34.805875,subsoil,Cold,Cropland,LI,-0.541434838,0.006666666,0.081649651,15,artificial,10,630,1230,1.39,7.366670227,24.25,50.56830139,26.51260071,mixed,environmentaltree,3
46,7,166,108.089875,34.805375,topsoil,Cold,Cropland,LI,1.311501532,0.006666667,0.081649657,16,artificial,10,630,1247,1.306670074,7.333329773,28.5,52.81110229,25.04199982,mixed,environmentaltree,3
46,7,167,108.089875,34.805375,topsoil,Cold,Cropland,LI,7.98E-02,0.006666667,0.081649659,16,artificial,10,630,1247,1.306670074,7.333329773,28.5,52.81110229,25.04199982,mixed,environmentaltree,3
46,7,168,108.089875,34.805375,subsoil,Cold,Cropland,LI,-0.792157555,0.006666667,0.081649658,16,artificial,10,630,1247,1.39,7.366670227,24.25,50.00870056,27.57399902,mixed,environmentaltree,3
46,7,169,108.089875,34.805375,subsoil,Cold,Cropland,LI,-1.951123191,0.006666665,0.081649648,16,artificial,10,630,1247,1.39,7.366670227,24.25,50.00870056,27.57399902,mixed,environmentaltree,3
46,7,170,108.089875,34.805375,subsoil,Cold,Cropland,LI,-1.300266559,0.006666664,0.081649643,16,artificial,10,630,1247,1.39,7.366670227,24.25,50.00870056,27.57399902,mixed,environmentaltree,3
46,5,171,108.093875,34.809125,topsoil,Cold,Cropland,LI,1.896224779,0.006666667,0.081649657,16,artificial,10,630,1254,1.306670074,7.333329773,28.5,53.05369873,23.94019928,coniferous,Pinaceae,3
46,5,172,108.093875,34.809125,topsoil,Cold,Cropland,LI,0.367789679,0.006666667,0.081649661,16,artificial,10,630,1254,1.306670074,7.333329773,28.5,53.05369873,23.94019928,coniferous,Pinaceae,3
46,5,173,108.093875,34.809125,subsoil,Cold,Cropland,LI,0.22879727,0.006666667,0.081649661,16,artificial,10,630,1254,1.39,7.366670227,24.25,51.63599854,25.4154007,coniferous,Pinaceae,3
46,5,174,108.093875,34.809125,subsoil,Cold,Cropland,LI,-1.272494724,0.006666668,0.081649666,16,artificial,10,630,1254,1.39,7.366670227,24.25,51.63599854,25.4154007,coniferous,Pinaceae,3
46,5,175,108.093875,34.809125,subsoil,Cold,Cropland,LI,-0.495250036,0.006666667,0.08164966,16,artificial,10,630,1254,1.39,7.366670227,24.25,51.63599854,25.4154007,coniferous,Pinaceae,3
46,2,176,108.090875,34.799875,topsoil,Cold,Cropland,LI,0.363290709,0.006666667,0.081649659,22,artificial,10,630,1239,1.306670074,7.333329773,31.01510429,52.53179932,24.16779938,broadleaved,RobiniaP,3
46,2,177,108.090875,34.799875,topsoil,Cold,Cropland,LI,0.363290709,0.006666667,0.081649659,22,artificial,10,630,1239,1.306670074,7.333329773,31.01510429,52.53179932,24.16779938,broadleaved,RobiniaP,3
46,2,178,108.090875,34.799875,subsoil,Cold,Cropland,LI,0.759809153,0.006666667,0.081649658,22,artificial,10,630,1239,1.39,7.366670227,28.09959984,52.57849731,24.26529999,broadleaved,RobiniaP,3
46,2,179,108.090875,34.799875,subsoil,Cold,Cropland,LI,1.637378752,0.006666667,0.081649659,22,artificial,10,630,1239,1.39,7.366670227,28.09959984,52.57849731,24.26529999,broadleaved,RobiniaP,3
46,2,180,108.090875,34.799875,subsoil,Cold,Cropland,LI,1.670687716,0.006666667,0.081649658,22,artificial,10,630,1239,1.39,7.366670227,28.09959984,52.57849731,24.26529999,broadleaved,RobiniaP,3
46,4,181,108.093125,34.803125,topsoil,Cold,Cropland,LI,-1.368390264,0.006666667,0.081649659,16,artificial,10,630,1218,1.306670074,7.333329773,29.54454422,52.4664978,24.18280029,coniferous,cypress,3
46,4,182,108.093125,34.803125,topsoil,Cold,Cropland,LI,0.150895375,0.006666667,0.081649658,16,artificial,10,630,1218,1.306670074,7.333329773,29.54454422,52.4664978,24.18280029,coniferous,cypress,3
46,4,183,108.093125,34.803125,subsoil,Cold,Cropland,LI,2.202922342,0.006666667,0.081649658,16,artificial,10,630,1218,1.39,7.366670227,25.84880066,51.08940125,25.81359863,coniferous,cypress,3
46,4,184,108.093125,34.803125,subsoil,Cold,Cropland,LI,-0.133792338,0.006666667,0.081649659,16,artificial,10,630,1218,1.39,7.366670227,25.84880066,51.08940125,25.81359863,coniferous,cypress,3
46,4,185,108.093125,34.803125,subsoil,Cold,Cropland,LI,0.132082048,0.006666667,0.081649658,16,artificial,10,630,1218,1.39,7.366670227,25.84880066,51.08940125,25.81359863,coniferous,cypress,3
46,3,186,108.093125,34.802125,topsoil,Cold,Cropland,LI,-0.780409365,0.006666667,0.081649659,16,artificial,10,630,1239,1.306670074,7.333329773,30.60614777,52.50560303,24.20509949,mixed,environmentaltree,3
46,3,187,108.093125,34.802125,topsoil,Cold,Cropland,LI,2.412489788,0.006666667,0.081649658,16,artificial,10,630,1239,1.306670074,7.333329773,30.60614777,52.50560303,24.20509949,mixed,environmentaltree,3
46,3,188,108.093125,34.802125,subsoil,Cold,Cropland,LI,-9.37E-02,0.006666667,0.081649658,16,artificial,10,630,1239,1.39,7.366670227,27.47369957,51.48640137,25.41239929,mixed,environmentaltree,3
46,3,189,108.093125,34.802125,subsoil,Cold,Cropland,LI,0.117972885,0.006666667,0.081649658,16,artificial,10,630,1239,1.39,7.366670227,27.47369957,51.48640137,25.41239929,mixed,environmentaltree,3
46,3,190,108.093125,34.802125,subsoil,Cold,Cropland,LI,-0.102641209,0.006666667,0.081649659,16,artificial,10,630,1239,1.39,7.366670227,27.47369957,51.48640137,25.41239929,mixed,environmentaltree,3
46,6,191,108.090375,34.799625,topsoil,Cold,Cropland,LI,-2.274069696,0.006666667,0.081649658,15,artificial,10,630,1259,1.306670074,7.333329773,30.92769051,52.85089722,24.33399963,broadleaved,environmentaltree,3
46,6,192,108.090375,34.799625,topsoil,Cold,Cropland,LI,1.744544272,0.006666667,0.081649658,15,artificial,10,630,1259,1.306670074,7.333329773,30.92769051,52.85089722,24.33399963,broadleaved,environmentaltree,3
46,6,193,108.090375,34.799625,subsoil,Cold,Cropland,LI,2.36E-02,0.006666667,0.081649658,15,artificial,10,630,1259,1.39,7.366670227,27.96590042,52.5684021,24.61040039,broadleaved,environmentaltree,3
46,6,194,108.090375,34.799625,subsoil,Cold,Cropland,LI,0.951405288,0.006666667,0.081649658,15,artificial,10,630,1259,1.39,7.366670227,27.96590042,52.5684021,24.61040039,broadleaved,environmentaltree,3
46,6,195,108.090375,34.799625,subsoil,Cold,Cropland,LI,3.248157477,0.006666667,0.081649659,15,artificial,10,630,1259,1.39,7.366670227,27.96590042,52.5684021,24.61040039,broadleaved,environmentaltree,3
46,1,196,108.091375,34.805875,topsoil,Cold,Cropland,LI,1.328798152,0.006666667,0.081649658,16,artificial,10,630,1230,1.306670074,7.333329773,28.5,52.13709717,24.74060059,mixed,environmentaltree,3
46,1,197,108.091375,34.805875,topsoil,Cold,Cropland,LI,1.307539901,0.006666667,0.081649658,16,artificial,10,630,1230,1.306670074,7.333329773,28.5,52.13709717,24.74060059,mixed,environmentaltree,3
46,1,198,108.091375,34.805875,subsoil,Cold,Cropland,LI,0.167152683,0.006666667,0.081649658,16,artificial,10,630,1230,1.39,7.366670227,24.25,50.56830139,26.51260071,mixed,environmentaltree,3
46,1,199,108.091375,34.805875,subsoil,Cold,Cropland,LI,8.23E-02,0.006666667,0.081649657,16,artificial,10,630,1230,1.39,7.366670227,24.25,50.56830139,26.51260071,mixed,environmentaltree,3
46,1,200,108.091375,34.805875,subsoil,Cold,Cropland,LI,-0.132700885,0.006666667,0.08164966,16,artificial,10,630,1230,1.39,7.366670227,24.25,50.56830139,26.51260071,mixed,environmentaltree,3
46,7,201,108.089875,34.805375,topsoil,Cold,Cropland,LI,-0.399288313,0.006666667,0.081649659,16,artificial,10,630,1247,1.306670074,7.333329773,28.5,52.81110229,25.04199982,mixed,environmentaltree,3
46,7,202,108.089875,34.805375,topsoil,Cold,Cropland,LI,1.194060641,0.006666667,0.081649658,16,artificial,10,630,1247,1.306670074,7.333329773,28.5,52.81110229,25.04199982,mixed,environmentaltree,3
46,7,203,108.089875,34.805375,subsoil,Cold,Cropland,LI,0.124611393,0.006666667,0.081649658,16,artificial,10,630,1247,1.39,7.366670227,24.25,50.00870056,27.57399902,mixed,environmentaltree,3
46,7,204,108.089875,34.805375,subsoil,Cold,Cropland,LI,-1.62E-02,0.006666667,0.081649659,16,artificial,10,630,1247,1.39,7.366670227,24.25,50.00870056,27.57399902,mixed,environmentaltree,3
46,7,205,108.089875,34.805375,subsoil,Cold,Cropland,LI,0.237388943,0.006666667,0.081649659,16,artificial,10,630,1247,1.39,7.366670227,24.25,50.00870056,27.57399902,mixed,environmentaltree,3
46,5,206,108.093875,34.809125,topsoil,Cold,Cropland,LI,-0.766076211,0.006666667,0.081649658,16,artificial,10,630,1254,1.306670074,7.333329773,28.5,53.05369873,23.94019928,coniferous,Pinaceae,3
46,5,207,108.093875,34.809125,topsoil,Cold,Cropland,LI,1.021494618,0.006666667,0.081649658,16,artificial,10,630,1254,1.306670074,7.333329773,28.5,53.05369873,23.94019928,coniferous,Pinaceae,3
46,5,208,108.093875,34.809125,subsoil,Cold,Cropland,LI,1.69468974,0.006666667,0.081649658,16,artificial,10,630,1254,1.39,7.366670227,24.25,51.63599854,25.4154007,coniferous,Pinaceae,3
46,5,209,108.093875,34.809125,subsoil,Cold,Cropland,LI,1.789699598,0.006666667,0.081649658,16,artificial,10,630,1254,1.39,7.366670227,24.25,51.63599854,25.4154007,coniferous,Pinaceae,3
46,5,210,108.093875,34.809125,subsoil,Cold,Cropland,LI,0.67599487,0.006666667,0.081649659,16,artificial,10,630,1254,1.39,7.366670227,24.25,51.63599854,25.4154007,coniferous,Pinaceae,3
47,3,10,103.783375,28.483375,topsoil,Temperate,Natural,LI,-0.104248975,0.006666667,0.081649661,17,artificial,12.8,1780,1325,0.75,5.7,41.75,44.73850098,24.60220032,broadleaved,environmentaltree,9
47,3,14,103.783375,28.483375,subsoil,Temperate,Natural,LI,-0.162106997,0.006666666,0.081649653,17,artificial,12.8,1780,1325,0.78,5.7,34.75,45.2980011,24.57079926,broadleaved,environmentaltree,9
47,2,18,103.783375,28.483375,topsoil,Temperate,Natural,LI,-0.411070743,0.006666667,0.081649659,15,artificial,12.8,1780,1325,0.92,5.7,41.75,44.73850098,24.60220032,broadleaved,environmentaltree,9
47,2,22,103.783375,28.483375,subsoil,Temperate,Natural,LI,-0.410926769,0.006666667,0.081649659,15,artificial,12.8,1780,1325,1.27,5.7,34.75,45.2980011,24.57079926,broadleaved,environmentaltree,9
47,1,26,103.783375,28.483375,topsoil,Temperate,Natural,LI,-0.188373617,0.006666667,0.081649659,14,artificial,12.8,1780,1325,0.71,5.7,41.75,44.73850098,24.60220032,coniferous,Taxodiaceae,9
47,1,30,103.783375,28.483375,subsoil,Temperate,Natural,LI,-0.205874445,0.006666666,0.081649657,14,artificial,12.8,1780,1325,0.84,5.7,34.75,45.2980011,24.57079926,coniferous,Taxodiaceae,9
48,1,13,107.978875,24.914375,topsoil,Temperate,Cropland,LI,0.329097428,0.003333333,0.057735026,2,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,2,14,107.978875,24.914375,topsoil,Temperate,Cropland,LI,0.402390715,0.003333333,0.057735027,4,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,3,15,107.978875,24.914375,topsoil,Temperate,Cropland,LI,0.579987073,0.003333333,0.057735026,8,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,4,16,107.978875,24.914375,topsoil,Temperate,Cropland,LI,0.600449489,0.003333333,0.057735026,12,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,1,21,107.978875,24.914375,topsoil,Temperate,Cropland,LI,-1.66E-02,NA,NA,2,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,2,22,107.978875,24.914375,topsoil,Temperate,Cropland,LI,8.65E-03,NA,NA,4,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,3,23,107.978875,24.914375,topsoil,Temperate,Cropland,LI,0.171546563,NA,NA,8,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
48,4,24,107.978875,24.914375,topsoil,Temperate,Cropland,LI,0.316667414,NA,NA,12,artificial,19.9,1389,380,1.183330002,5.733330154,26.25,48.31229858,26.56430054,broadleaved,treecrop,1
49,1,3,116.568125,42.352875,topsoil,Cold,Grassland,LI,-2.576278391,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.336670074,8.01,73.53250885,26.0052002,21.1253006,coniferous,Pinaceae,4
49,1,6,116.568125,42.352875,topsoil,Cold,Grassland,LI,-0.886314894,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.336670074,8.2,73.53250885,26.0052002,21.1253006,coniferous,Pinaceae,4
49,1,9,116.568125,42.352875,subsoil,Cold,Grassland,LI,-1.005832552,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.443329926,8.91,62.01789856,23.00549927,22.66069946,coniferous,Pinaceae,4
49,1,12,116.568125,42.352875,subsoil,Cold,Grassland,LI,0.427677742,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.443329926,8.86,62.01789856,23.00549927,22.66069946,coniferous,Pinaceae,4
49,1,15,116.568125,42.352875,topsoil,Cold,Grassland,LI,-2.387258916,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.336670074,7.76,73.53250885,26.0052002,21.1253006,broadleaved,poplar,4
49,1,18,116.568125,42.352875,topsoil,Cold,Grassland,LI,-0.669220315,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.336670074,7.78,73.53250885,26.0052002,21.1253006,broadleaved,poplar,4
49,1,21,116.568125,42.352875,subsoil,Cold,Grassland,LI,-0.659782876,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.443329926,7.41,62.01789856,23.00549927,22.66069946,broadleaved,poplar,4
49,1,24,116.568125,42.352875,subsoil,Cold,Grassland,LI,0.751214282,0.008333333,0.091287093,30,artificial,1.6,386.2,1256,1.443329926,8.16,62.01789856,23.00549927,22.66069946,broadleaved,poplar,4
50,1,7,110.133375,27.150125,topsoil,Temperate,Natural,LI,-0.286299236,0.006666667,0.081649658,21,artificial,16.5,1200,521,1.226669998,4.73,37.96131516,45.90100098,30.36789856,coniferous,cypress,1
50,1,8,110.133375,27.150125,topsoil,Temperate,Natural,LI,-2.25E-02,0.006666667,0.081649658,21,artificial,16.5,1200,521,1.226669998,4.43,37.96131516,45.90100098,30.36789856,coniferous,cypress,1
51,5,61,105.592875,25.618375,topsoil,Temperate,Cropland,LI,1.652585998,0.006666667,0.081649659,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,5,62,105.592875,25.618375,topsoil,Temperate,Cropland,LI,0.946383645,0.006666667,0.081649663,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,5,63,105.592875,25.618375,topsoil,Temperate,Cropland,LI,0.671579695,0.006666667,0.081649662,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,2,64,105.586875,25.586625,topsoil,Temperate,Cropland,LI,0.708862214,0.006666666,0.081649656,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
51,2,65,105.586875,25.586625,topsoil,Temperate,Cropland,LI,0.169348105,0.006666668,0.081649667,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
51,2,66,105.586875,25.586625,topsoil,Temperate,Cropland,LI,7.66E-02,0.006666668,0.081649664,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
51,3,67,105.619625,25.620375,topsoil,Temperate,Cropland,LI,0.663256139,0.006666667,0.08164966,10,artificial,16.00060081,1308.219971,550.3,1.163330002,6.366669846,15,44.34360046,39.97969971,broadleaved,treecrop,9
51,3,68,105.619625,25.620375,topsoil,Temperate,Cropland,LI,0.325924994,0.006666667,0.081649661,10,artificial,16.00060081,1308.219971,550.3,1.163330002,6.366669846,15,44.34360046,39.97969971,broadleaved,treecrop,9
51,3,69,105.619625,25.620375,topsoil,Temperate,Cropland,LI,-0.263201404,0.006666667,0.081649658,10,artificial,16.00060081,1308.219971,550.3,1.163330002,6.366669846,15,44.34360046,39.97969971,broadleaved,treecrop,9
51,4,70,105.607625,25.623125,topsoil,Temperate,Cropland,LI,1.273943582,0.006666666,0.081649657,7,artificial,15.99820042,1309.719971,754.8,1.163330002,6.366669846,15,42.63200073,41.90270081,broadleaved,treecrop,9
51,4,71,105.607625,25.623125,topsoil,Temperate,Cropland,LI,0.340538461,0.006666667,0.081649663,7,artificial,15.99820042,1309.719971,754.8,1.163330002,6.366669846,15,42.63200073,41.90270081,broadleaved,treecrop,9
51,4,72,105.607625,25.623125,topsoil,Temperate,Cropland,LI,0.260202339,0.006666667,0.08164966,7,artificial,15.99820042,1309.719971,754.8,1.163330002,6.366669846,15,42.63200073,41.90270081,broadleaved,treecrop,9
51,1,73,105.557125,25.586375,topsoil,Temperate,Cropland,LI,0.939732109,0.006666667,0.08164966,7,artificial,15.52009964,1330.550049,611.1,1.163330002,6.366669846,15,42.25549927,39.71289978,broadleaved,treecrop,9
51,1,74,105.557125,25.586375,topsoil,Temperate,Cropland,LI,0.612684755,0.006666667,0.081649661,7,artificial,15.52009964,1330.550049,611.1,1.163330002,6.366669846,15,42.25549927,39.71289978,broadleaved,treecrop,9
51,1,75,105.557125,25.586375,topsoil,Temperate,Cropland,LI,0.560291308,0.006666667,0.08164966,7,artificial,15.52009964,1330.550049,611.1,1.163330002,6.366669846,15,42.25549927,39.71289978,broadleaved,treecrop,9
51,5,91,105.592875,25.618375,topsoil,Temperate,Cropland,LI,2.062544217,0.006666667,0.081649658,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,5,92,105.592875,25.618375,topsoil,Temperate,Cropland,LI,2.087638354,0.006666667,0.081649658,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,5,93,105.592875,25.618375,topsoil,Temperate,Cropland,LI,0.962519189,0.006666667,0.08164966,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,2,94,105.586875,25.586625,topsoil,Temperate,Cropland,LI,1.725345641,0.006666667,0.081649658,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
51,2,95,105.586875,25.586625,topsoil,Temperate,Cropland,LI,1.57282344,0.006666667,0.081649659,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
51,2,96,105.586875,25.586625,topsoil,Temperate,Cropland,LI,1.165498047,0.006666667,0.08164966,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
51,3,97,105.619625,25.620375,topsoil,Temperate,Cropland,LI,0.552052642,0.006666667,0.081649658,10,artificial,16.00060081,1308.219971,550.3,1.163330002,6.366669846,15,44.34360046,39.97969971,broadleaved,treecrop,9
51,3,98,105.619625,25.620375,topsoil,Temperate,Cropland,LI,3.94E-02,0.006666666,0.081649657,10,artificial,16.00060081,1308.219971,550.3,1.163330002,6.366669846,15,44.34360046,39.97969971,broadleaved,treecrop,9
51,3,99,105.619625,25.620375,topsoil,Temperate,Cropland,LI,-0.255561077,0.006666667,0.081649661,10,artificial,16.00060081,1308.219971,550.3,1.163330002,6.366669846,15,44.34360046,39.97969971,broadleaved,treecrop,9
51,4,100,105.607625,25.623125,topsoil,Temperate,Cropland,LI,0.398803324,0.006666667,0.081649657,7,artificial,15.99820042,1309.719971,754.8,1.163330002,6.366669846,15,42.63200073,41.90270081,broadleaved,treecrop,9
51,4,101,105.607625,25.623125,topsoil,Temperate,Cropland,LI,0.305377861,0.006666667,0.08164966,7,artificial,15.99820042,1309.719971,754.8,1.163330002,6.366669846,15,42.63200073,41.90270081,broadleaved,treecrop,9
51,4,102,105.607625,25.623125,topsoil,Temperate,Cropland,LI,0.125006939,0.006666667,0.081649661,7,artificial,15.99820042,1309.719971,754.8,1.163330002,6.366669846,15,42.63200073,41.90270081,broadleaved,treecrop,9
51,1,103,105.557125,25.586375,topsoil,Temperate,Cropland,LI,0.730647694,0.006666667,0.081649658,7,artificial,15.52009964,1330.550049,611.1,1.163330002,6.366669846,15,42.25549927,39.71289978,broadleaved,treecrop,9
51,1,104,105.557125,25.586375,topsoil,Temperate,Cropland,LI,0.811132083,0.006666667,0.081649658,7,artificial,15.52009964,1330.550049,611.1,1.163330002,6.366669846,15,42.25549927,39.71289978,broadleaved,treecrop,9
51,1,105,105.557125,25.586375,topsoil,Temperate,Cropland,LI,0.752506608,0.006666667,0.08164966,7,artificial,15.52009964,1330.550049,611.1,1.163330002,6.366669846,15,42.25549927,39.71289978,broadleaved,treecrop,9
51,5,106,105.592875,25.618375,topsoil,Temperate,Cropland,LI,0.23663088,0.006666667,0.081649657,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,5,107,105.592875,25.618375,topsoil,Temperate,Cropland,LI,5.27E-02,0.006666667,0.081649659,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,5,108,105.592875,25.618375,topsoil,Temperate,Cropland,LI,0.571586865,0.006666667,0.081649658,25,artificial,15.91520023,1315.150024,1196.3,1.163330002,6.366669846,15,42.63469849,41.62919922,coniferous,cypress,9
51,2,109,105.586875,25.586625,topsoil,Temperate,Cropland,LI,0.21230955,0.006666667,0.081649658,25,artificial,15.63689995,1325.349976,1202.6,1.163330002,6.366669846,15,41.04330139,41.64330139,mixed,environmentaltree,9
