"","Grasslandtop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",0.200024466086222,0.200024466086222,0.0582618562447594,0.341787075927684,0.00568402123944236,2.76547356171193,0.0723291912298734,0.0904650224210231,0.126373358352957,0.241905164775727,12.6187225099225,0.00553806929143112,576,"active",369,0.640625
"Passive",0.0797394157607011,0.0797394157607011,-0.0775018989700469,0.236980730491449,0.320258424491334,0.993926967011542,0.0802266347601525,NA,NA,NA,NA,NA,NA,"passive",153,0.265625
"SOC",0.240316345386211,0.240316345386211,0.0439327258293998,0.436699964943023,0.0164657482863422,2.39842499550735,0.100197565417457,NA,NA,NA,NA,NA,NA,"SOC",54,0.09375
"Active1",0.0802576085103411,0.0802576085103411,-0.226053310521696,0.386568527542378,0.607575663365277,0.513537103615728,0.156283952893103,0.152324671141971,5.76842499226015e-10,0.354274212125784,1.41527140300212,0.701958966319209,77,"active",47,0.61038961038961
"Passive1",-0.0961149048411216,-0.0961149048411216,-0.438737047301197,0.246507237618954,0.582440345894609,-0.549823635196153,0.174810427723486,NA,NA,NA,NA,NA,NA,"passive",25,0.324675324675325
"SOC1",0.109871631368207,0.109871631368207,-0.486647164844903,0.706390427581318,0.718097999670878,0.361001936186122,0.304351917136424,NA,NA,NA,NA,NA,NA,"SOC",5,0.0649350649350649
