"","Naturaltop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","number","Layer"
"Active",-0.299453568179565,-0.299453568179565,-0.617498609913392,0.0185914735542623,0.0649803381310233,-1.84539336150114,0.162270860200762,0.285134880807431,0.0123682918369597,0.119043230734007,28.0421308371904,3.55882782829124e-06,219,121,"subsoil"
"Passive",-0.105021524676325,-0.105021524676325,-0.429081300614367,0.219038251261718,0.525306764547755,-0.635186534247422,0.165339658531578,0.285134880807431,0.0123682918369597,0.119043230734007,28.0421308371904,3.55882782829124e-06,219,53,"subsoil"
"SOC",0.0182757931355966,0.0182757931355966,-0.310426641714819,0.346978227986012,0.913223408812176,0.108973626407649,0.167708405584581,0.285134880807431,0.0123682918369597,0.119043230734007,28.0421308371904,3.55882782829124e-06,219,45,"subsoil"
