"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.0594125668145006,-0.0594125668145006,-0.216547476835932,0.0977223432069312,0.45865669571054,-0.741060603080617,0.0801723456455792,0.312567047170055,NA,NA,211.794064742008,1.0221230714792e-46,582,"subsoil",226,0.388316151202749
"Soil.layertopsoil",0.0551085112139453,0.0551085112139453,-0.101712658814516,0.211929681242406,0.490980138351525,0.688750742016221,0.08001227127919,NA,NA,NA,NA,NA,NA,"topsoil",356,0.611683848797251
