Soil.layer,Landuse,SOC_yi,SOC_vi,LI_yi,LI_vi
topsoil,Paddy,40.27420736,0.202446847,44.34110094,0.133422228
topsoil,Paddy,31.0197087,0.128472956,41.63957278,0.133422228
topsoil,Paddy,12.08226224,0.173950118,43.93004803,0.133422228
topsoil,Paddy,-5.398457541,0.171397919,1.826479778,0.133422228
topsoil,Cropland,-24.49819864,0.006670222,18.00487805,0.668893869
topsoil,Cropland,62.45847181,0.006670222,19.9531385,0.668893869
topsoil,Paddy,-24.49819864,0.006670222,-8.047679618,0.668893869
topsoil,Paddy,62.45847181,0.006670222,48.97289669,0.668893869
topsoil,Bareland,53.37620583,0.00400008,-14.47461504,0.400801068
topsoil,Bareland,13.34405144,0.00400008,-7.900438144,0.400801068
topsoil,Cropland,124.1126762,0.00400008,-10.88253482,0.400801068
topsoil,Cropland,79.66197181,0.00400008,-44.15674831,0.400801068
topsoil,Paddy,53.47222223,0.00400008,5.453509336,0.400801068
topsoil,Paddy,23.03240746,0.00400008,-33.91724627,0.400801068
topsoil,Cropland,89.56521731,0.211981664,-25.73449147,0.333889473
topsoil,Cropland,26.08695651,0.21693316,-3.197755017,0.333889473
topsoil,Cropland,66.08695657,0.284926346,-19.59758171,0.333889473
topsoil,Cropland,53.57142865,0.295830417,2.285731478,0.333889473
topsoil,Cropland,4.7619048,0.289330355,31.17176151,0.333889473
topsoil,Cropland,49.99999998,0.278585029,-2.508013392,0.333889473
topsoil,Cropland,22.36842107,0.198498147,28.77709886,0.333889473
topsoil,Cropland,14.47368417,0.139206302,-7.197814887,0.333889473
topsoil,Cropland,21.05263161,0.230166578,22.78843847,0.333889473
topsoil,Cropland,89.56521731,0.211981664,27.30138674,0.333889473
topsoil,Cropland,26.08695651,0.21693316,26.30884114,0.333889473
topsoil,Cropland,66.08695657,0.284926346,35.70119011,0.333889473
topsoil,Cropland,53.57142865,0.295830417,45.0705023,0.333889473
topsoil,Cropland,4.7619048,0.289330355,59.87470824,0.333889473
topsoil,Cropland,49.99999998,0.278585029,33.64785298,0.333889574
topsoil,Cropland,22.36842107,0.198498147,89.0876078,0.333889473
topsoil,Cropland,14.47368417,0.139206302,13.11676717,0.333889473
topsoil,Cropland,21.05263161,0.230166578,65.81855991,0.333889473
topsoil,Natural,12.49827138,0.934228121,19.60774512,0.125078158
topsoil,Natural,11.86769462,0.785723634,38.90391332,0.125078158
topsoil,Natural,28.44407415,1.068799892,53.83374787,0.125078158
topsoil,Natural,61.77348402,0.955894666,28.82793824,0.125078158
topsoil,Cropland,34.58563542,0.004160087,344.3718434,0.668893768
topsoil,Cropland,139.7790056,0.000819003,228.5996055,0.668893768
topsoil,Cropland,119.0055248,0.000400001,370.4962148,0.668893768
topsoil,Cropland,211.0497238,0.027969111,251.4767932,0.668893768
topsoil,Cropland,310.4972374,0.00548015,473.1181535,0.668893768
topsoil,Cropland,149.9447514,0.002480031,239.3439107,0.668893768
topsoil,Cropland,60.99447506,0.007290266,176.4467593,0.668893768
topsoil,Natural,-68.15686275,0.007440277,44.14144551,0.668893869
topsoil,Natural,-43.26797387,0.004100084,6.58792016,0.668893869
topsoil,Natural,-42.06535945,0.003980079,293.315117,0.668893869
topsoil,Natural,-48.18300652,0.003680068,52.61544026,0.668893869
topsoil,Natural,-26.40522878,0.031249082,14.00896299,0.668893869
topsoil,Natural,-2.875816983,0.008760384,85.90304567,0.668893869
topsoil,Natural,-40.86274512,0.005760166,10.0759064,0.668893869
topsoil,Natural,-61.90849673,0.010570559,-10.32862212,0.668893869
topsoil,Natural,-68.15686275,0.007440277,139.8227711,0.668893869
topsoil,Natural,-43.26797387,0.004100084,59.64714131,0.668893869
topsoil,Natural,-42.06535945,0.003980079,59.77673124,0.668893869
topsoil,Natural,-48.18300652,0.003680068,54.00584789,0.668893869
topsoil,Natural,-26.40522878,0.031249082,88.26104652,0.668893869
topsoil,Natural,-2.875816983,0.008760384,159.9414504,0.668893869
topsoil,Natural,-40.86274512,0.005760166,31.31790748,0.668893869
topsoil,Natural,-61.90849673,0.010570559,-1.626625215,0.668893869
topsoil,Cropland,9.847198658,1.275362656,-17.02389274,0.095283466
topsoil,Cropland,12.92246525,1.727475823,14.6239251,0.095283466
subsoil,Cropland,78.15699661,4.493348221,-27.67372851,0.095283466
topsoil,Bareland,7.833333303,0.615231019,16.38156157,0.095283466
topsoil,Bareland,22.41379304,1.816202746,-6.461774092,0.095283466
subsoil,Bareland,22.53521131,3.837710876,14.9278486,0.095283466
topsoil,Cropland,3.571426105,1.031111088,-19.86557981,0.668893768
topsoil,Cropland,15.1785705,0.937920766,-29.38880884,0.668893869
subsoil,Cropland,15.54053318,0.326148109,-54.63994427,0.668893869
subsoil,Cropland,33.78377296,0.359011508,28.38099971,0.668893869
subsoil,Cropland,89.87341589,0.372840126,47.09489622,0.668893869
subsoil,Cropland,121.5189888,0.247005056,-48.05883795,0.668893869
topsoil,Grassland,63.90944357,0.35891135,19.14715193,0.668893869
topsoil,Grassland,5.223061808,0.856721734,-17.88211811,0.668893869
topsoil,Grassland,46.34588438,0.551904814,-10.54087456,0.668893869
topsoil,Natural,-46.63688713,0.704909171,27.37990969,0.668893869
topsoil,Natural,-65.74309569,1.204435909,-12.20798642,0.668893869
topsoil,Natural,-52.3549603,0.898568,2.554644848,0.668893869
topsoil,Cropland,94.6571683,0.075367987,44.95674535,0.668893869
topsoil,Cropland,44.25645585,0.073872172,27.86282032,0.668893869
topsoil,Cropland,28.67319682,0.201218273,25.54480427,0.668893869
subsoil,Cropland,163.1361761,0.016006081,11.97085777,0.668893869
subsoil,Cropland,80.19257228,0.073301552,14.37873948,0.668893869
subsoil,Cropland,62.86107292,0.018450202,7.723761437,0.668893869
subsoil,Cropland,125.9740259,0.071298105,-31.81387605,0.668893869
subsoil,Cropland,26.19047616,0.056891477,-29.83876946,0.668893869
subsoil,Cropland,9.740259794,0.092657,-38.5949017,0.668893869
topsoil,Cropland,63.9277623,0.837917642,10.87964236,0.668893869
topsoil,Cropland,35.1049484,2.333260172,38.49347575,0.668893869
topsoil,Cropland,81.73947072,1.524824709,13.04750324,0.668893869
topsoil,Cropland,168.0794811,1.666446157,25.85781256,0.668893869
topsoil,Cropland,167.1689621,0.463048974,51.04909962,0.668893869
topsoil,Cropland,359.5360424,1.102017163,-8.88064997,0.668893869
topsoil,Cropland,340.767018,2.154704088,55.29099967,0.668893869
topsoil,Grassland,29.70710499,0.668893869,-33.97634592,0.668893869
topsoil,Grassland,29.71015197,0.668893869,-7.438787169,0.668893768
topsoil,Grassland,5.806454374,0.668893869,19.71373007,0.668893869
subsoil,Grassland,9.67741605,0.668893869,27.38533721,0.668893768
topsoil,Grassland,51.04601643,0.668893869,-40.25217198,0.668893869
topsoil,Grassland,117.3913012,0.668893869,-59.99846866,0.668893869
topsoil,Grassland,35.48387506,0.668893869,-31.4215309,0.668893869
subsoil,Grassland,27.95698541,0.668893869,-2.228039157,0.668893869
topsoil,Grassland,93.30544297,0.668893869,-33.53113676,0.668893768
topsoil,Grassland,56.52174468,0.668893869,-12.71573675,0.668893869
topsoil,Grassland,-10.96774222,0.668893869,35.20975752,0.668893869
subsoil,Grassland,35.48386124,0.668893869,5.258091344,0.668893768
topsoil,Grassland,60.2510423,0.668893869,-7.879750628,0.668893869
topsoil,Grassland,73.18841709,0.668893869,-12.10260345,0.668893869
topsoil,Grassland,43.87096896,0.668893869,20.51661858,0.668893869
subsoil,Grassland,93.54838695,0.668893869,-26.5327189,0.668893869
topsoil,Cropland,277.1552359,0.65579186,9.58955019,0.668893869
topsoil,Cropland,135.4684879,0.679727029,23.72132247,0.668893869
topsoil,Cropland,110.4311847,0.469594556,107.2964968,0.668893869
topsoil,Cropland,191.4066432,0.530075254,99.86563284,0.668893869
topsoil,Cropland,197.5854653,0.468379785,141.4938585,0.668893869
topsoil,Cropland,36.86513392,1.147490841,43.63466339,0.668893869
topsoil,Cropland,21.97307882,1.018894741,7.714666381,0.668893869
topsoil,Cropland,105.5473099,0.740281032,54.39021435,0.668893869
topsoil,Cropland,32.29223155,0.375290056,43.68512163,0.668893869
topsoil,Cropland,49.89019444,0.798493691,48.9676802,0.668893869
topsoil,Cropland,-45.03496504,0.006670222,68.90302202,0.668893869
topsoil,Cropland,-19.66351206,0.006670222,11.98579736,0.668893869
topsoil,Cropland,-26.25874123,0.006670222,53.66102976,0.668893869
topsoil,Cropland,-18.50683489,0.006670222,40.05032692,0.668893869
topsoil,Cropland,-16.60839157,0.006670222,221.2505714,0.668893869
topsoil,Cropland,1.5772871,0.006670222,112.2732812,0.668893869
subsoil,Cropland,-50.50023822,0.006670222,126.3262214,0.668893869
subsoil,Cropland,-16.90322579,0.006670222,-3.173269374,0.668893869
subsoil,Cropland,-35.5883754,0.006670222,100.3651977,0.668893869
subsoil,Cropland,-15.03225805,0.006670222,1.106737221,0.668893869
subsoil,Cropland,-5.8122916,0.006670222,178.4007226,0.668893869
subsoil,Cropland,3.935483844,0.006670222,71.16694965,0.668893869
subsoil,Cropland,-43.56038927,0.006670222,45.33157369,0.668893869
subsoil,Cropland,-22.51506023,0.006670222,68.57653882,0.668893869
subsoil,Cropland,-33.94390383,0.006670222,113.010111,0.668893869
subsoil,Cropland,-14.68373494,0.006670222,53.63511655,0.668893869
subsoil,Cropland,-0.858614767,0.006670222,211.8829219,0.668893869
topsoil,Cropland,-45.03496504,0.006670222,87.85282716,0.668893869
topsoil,Cropland,-19.66351206,0.006670222,18.19445206,0.668893869
topsoil,Cropland,-26.25874123,0.006670222,34.68940984,0.668893869
topsoil,Cropland,-18.50683489,0.006670222,32.48742788,0.668893869
topsoil,Cropland,-16.60839157,0.006670222,78.79962206,0.668893869
topsoil,Cropland,1.5772871,0.006670222,51.53938891,0.668893869
subsoil,Cropland,-50.50023822,0.006670222,88.66179771,0.668893768
subsoil,Cropland,-16.90322579,0.006670222,-3.698366913,0.668893869
subsoil,Cropland,-35.5883754,0.006670222,40.22038942,0.668893869
subsoil,Cropland,-15.03225805,0.006670222,10.35646596,0.668893869
subsoil,Cropland,-5.8122916,0.006670222,33.27133316,0.668893768
subsoil,Cropland,3.935483844,0.006670222,11.8616999,0.668893869
subsoil,Cropland,-43.56038927,0.006670222,67.52188191,0.668893869
subsoil,Cropland,-22.51506023,0.006670222,2.176481808,0.668893869
subsoil,Cropland,-33.94390383,0.006670222,53.06875476,0.668893869
subsoil,Cropland,-14.68373494,0.006670222,21.08505687,0.668893869
subsoil,Cropland,-0.858614767,0.006670222,35.35381529,0.668893869
subsoil,Cropland,2.560240997,0.006670222,15.03401566,0.668893869
topsoil,Cropland,225.0268528,0.977375822,-7.891227727,0.668893869
topsoil,Cropland,143.5016111,0.460498953,-16.54550744,0.668893869
topsoil,Cropland,91.67561768,0.232007121,0.353623779,0.668893869
topsoil,Cropland,44.46831368,0.26593819,6.056310691,0.668893869
topsoil,Cropland,8.109559635,0.183131982,0.701448707,0.668893869
topsoil,Natural,-1.390245574,0.669229399,8.225893581,0.668893869
topsoil,Natural,4.164375596,0.669229399,43.138137,0.668893869
topsoil,Natural,12.5019085,0.669229399,33.20634392,0.668893869
topsoil,Cropland,29.05027937,4.949358099,-12.80966662,0.668893869
subsoil,Cropland,9.39597317,8.590700164,-33.42797801,0.668893869
subsoil,Cropland,12.50000004,1.035385603,-21.71820702,0.668893869
topsoil,Cropland,128.2970382,0.109571986,31.66975939,0.668893869
topsoil,Cropland,35.85038461,0.111490605,-1.550370082,0.668893869
topsoil,Cropland,142.6958383,0.117855495,24.91988015,0.668893869
topsoil,Grassland,86.92730276,2.13793585,34.74422234,0.200200133
topsoil,Grassland,-37.15547865,1.836122082,34.34256473,0.200200133
topsoil,Grassland,7.110950521,1.757993862,8.534726968,0.200200133
topsoil,Grassland,86.92730276,2.13793585,-28.93594581,0.200200133
topsoil,Grassland,-37.15547865,1.836122082,-7.98329046,0.200200133
topsoil,Grassland,7.110950521,1.757993862,-4.610340081,0.200200133
topsoil,Cropland,258.5990052,1.85354264,-48.76816839,0.200200133
topsoil,Cropland,20.5601456,1.552569244,-33.66137094,0.200200133
topsoil,Cropland,105.480311,1.474658564,-31.23368359,0.200200133
topsoil,Cropland,258.5990052,1.85354264,64.28761914,0.200200133
topsoil,Cropland,20.5601456,1.552569244,63.79789577,0.200200133
topsoil,Cropland,105.480311,1.474658564,32.32510325,0.200200133
topsoil,Cropland,104.6235139,2.228626878,0.804216588,0.400801068
subsoil,Cropland,98.9361703,3.480401159,-10.6425367,0.400801068
subsoil,Cropland,60.31746025,4.668137008,-5.738749681,0.400801068
topsoil,Paddy,-13.9444444,3.439580192,60.38323243,0.400801068
subsoil,Paddy,-14.08882085,4.974163921,59.48434836,0.400801068
subsoil,Paddy,-13.46389229,4.129991404,27.49033668,0.400801068
topsoil,Natural,-83.04732189,0.222469297,10.82815217,0.222469297
topsoil,Natural,-83.04732189,0.222469297,14.82595992,0.222469297
topsoil,Grassland,25.07836989,1.583506258,-5.332553609,0.222469297
topsoil,Grassland,23.19749215,0.777301827,-2.87777994,0.333889473
topsoil,Grassland,-16.61442006,1.072574175,-19.37296654,0.222469297
topsoil,Grassland,13.16614425,2.834035411,-19.01081202,0.222469297
topsoil,Natural,28.70967737,1.792374435,26.61111107,0.222469297
topsoil,Natural,26.7741935,1.088277221,29.90196077,0.333889473
topsoil,Natural,-14.19354841,1.28039171,7.831539079,0.222469297
topsoil,Natural,16.45161292,3.045474726,8.317874438,0.222469297
topsoil,Grassland,-23.04717583,0.274068683,-8.65256661,0.668893869
topsoil,Grassland,-12.43455217,0.141413395,57.51881004,0.668893869
topsoil,Grassland,0.188382117,0.155550755,12.67160813,0.668893869
topsoil,Grassland,-27.06699223,0.254437645,-18.23940008,0.668893869
topsoil,Grassland,-28.90033337,0.113634715,-36.11270713,0.668893869
topsoil,Grassland,-10.4040483,0.138907687,4.519137226,0.668893869
topsoil,Natural,-36.17106316,0.006670222,57.22112721,0.668893869
topsoil,Natural,-36.05115909,0.006670222,2.244825367,0.668893869
topsoil,Natural,-18.96507116,0.514911436,9.286206206,0.400801068
topsoil,Natural,-24.53078694,0.516333631,-21.47027025,0.400801068
topsoil,Natural,-18.94463668,0.670412269,29.83216891,0.400801068
subsoil,Natural,-15.94508973,0.617418016,8.773766214,0.400801068
subsoil,Natural,-21.52852531,0.6409894,32.71666002,0.400801068
subsoil,Natural,-24.41511699,0.864631027,26.05416468,0.400801068
topsoil,Natural,-18.96507116,0.514911436,30.31214529,0.400801068
topsoil,Natural,-24.53078694,0.516333631,-12.5149106,0.400801068
topsoil,Natural,-18.94463668,0.670412269,-10.23579247,0.400801068
subsoil,Natural,-15.94508973,0.617418016,-23.15552685,0.400801068
subsoil,Natural,-21.52852531,0.6409894,37.57042062,0.400801068
subsoil,Natural,-24.41511699,0.864631027,56.69591091,0.400801068
topsoil,Sandy,392.541959,114.7780078,-73.63503264,0.668893869
topsoil,Cropland,179.3435949,1.134322902,-7.401755278,0.400801068
topsoil,Cropland,264.5041059,1.186309086,15.06966516,0.400801068
topsoil,Cropland,188.4610589,1.006719061,-6.13381671,0.400801068
topsoil,Cropland,305.7864837,0.947267848,0.561570931,0.400801068
topsoil,Cropland,326.854037,1.395787914,-6.15258807,0.400801068
topsoil,Cropland,324.7626524,0.964310195,2.132417895,0.400801068
topsoil,Cropland,-26.93619095,8.275946099,-17.50969725,0.286122852
topsoil,Cropland,11.25182662,6.627190865,11.06727091,0.286122852
topsoil,Cropland,300,13.2368396,-8.84419494,0.286122852
topsoil,Cropland,509.0666668,11.51254313,-6.471127447,0.286122852
topsoil,Cropland,-26.93619095,8.275946099,-30.18955377,0.286122852
topsoil,Cropland,11.25182662,6.627190865,-6.002312022,0.286122852
topsoil,Cropland,300,13.2368396,-11.8433519,0.286122852
topsoil,Cropland,509.0666668,11.51254313,-9.546692532,0.286122852
subsoil,Cropland,145.6043957,0.274676948,11.23055797,0.668893869
subsoil,Cropland,259.89011,0.7088881,44.04759604,0.668893869
subsoil,Cropland,107.1428571,0.125062037,-18.03688992,0.668893869
subsoil,Cropland,86.30952378,0.121238434,11.60712511,0.668893869
topsoil,Abandoned,-2.343750037,0.102164152,119.5241848,0.333889473
topsoil,Abandoned,-2.343750037,0.102164152,121.0405746,0.333889473
topsoil,Abandoned,-2.343750037,0.102164152,82.71969185,0.333889473
topsoil,Abandoned,-2.343750037,0.102164152,-45.08752336,0.333889473
topsoil,Abandoned,-2.343750037,0.102164152,-65.32324527,0.333889473
topsoil,Abandoned,-2.343750037,0.102164152,-67.22292245,0.333889473
topsoil,Natural,-63.39553652,0.006667222,434.00961,0.668893869
topsoil,Natural,-23.95918877,0.006667222,206.0794709,0.668893768
topsoil,Natural,-28.24409248,0.006667222,132.0955355,0.668893869
subsoil,Natural,-0.628019661,0.006667222,45.16129028,0.668893768
subsoil,Natural,-4.677089478,0.006667222,110.7543805,0.668893869
topsoil,Natural,-52.23609704,0.006667222,3.945859929,0.668893869
topsoil,Natural,-7.725282631,0.006667222,18.40924166,0.668893869
topsoil,Natural,-28.68047121,0.006667222,-9.650902145,0.668893869
subsoil,Natural,10.4949906,0.006667222,8.523874038,0.668893768
subsoil,Natural,50.47097162,0.006667222,115.4626109,0.668893869
topsoil,Abandoned,2.790697634,0.00583017,3.862736495,0.585038002
topsoil,Abandoned,39.06976741,0.00583017,-5.28520805,0.585038002
topsoil,Natural,3.271027986,0.00583017,66.60139182,0.585038002
topsoil,Natural,39.71962612,0.00583017,51.91986486,0.585038002
topsoil,Natural,-30.97887805,0.00400008,26.53067463,0.400801068
topsoil,Natural,-23.14904621,0.00400008,23.00610324,0.400800666
topsoil,Natural,-17.0153968,0.00400008,13.80439644,0.400801068
topsoil,Natural,-17.71739134,0.00400008,-1.044506743,0.400801068
topsoil,Natural,-7.112006905,0.00400008,9.318996986,0.400801068
topsoil,Natural,-14.18128657,0.00400008,-13.83201836,0.400801068
subsoil,Natural,-30.97887805,0.00400008,-4.122610161,0.400801068
subsoil,Natural,-23.14904621,0.00400008,8.795523143,0.400801369
subsoil,Natural,-17.0153968,0.00400008,6.406874628,0.400801068
subsoil,Natural,-17.71739134,0.00400008,-6.002312022,0.400801068
subsoil,Natural,-7.112006905,0.00400008,-11.91713158,0.400801971
subsoil,Natural,-14.18128657,0.00400008,-8.313955061,0.400801068
topsoil,Cropland,225.6,1.590667437,-0.349760907,0.250312761
topsoil,Grassland,28.8575387,6.420385967,-1.815018774,0.501252086
topsoil,Grassland,16.15019766,7.300007549,-10.24185916,0.501252086
subsoil,Grassland,35.99128543,12.65276144,-32.71916193,0.501252086
topsoil,Grassland,70.88441324,19.06162271,-7.853317536,0.501252086
topsoil,Grassland,41.8225094,5.435483177,19.48448054,0.501252086
subsoil,Grassland,26.95281525,12.96411546,-3.5904315,0.501252086
topsoil,Grassland,-3.274971621,4.972110332,39.37096219,0.668893869
topsoil,Grassland,12.9169961,6.751276725,14.14221592,0.668893768
subsoil,Grassland,25.96949897,12.84591013,4.489109325,0.668893869
topsoil,Grassland,35.71220081,20.11032795,24.98601387,0.501252086
topsoil,Grassland,18.95613741,5.436641498,59.31935343,0.501252086
subsoil,Grassland,14.00674063,15.81447253,24.33102299,0.501252086
topsoil,Grassland,36.95679553,6.223566714,-34.67289182,0.501252086
topsoil,Grassland,32.48221341,6.470286688,-35.43610401,0.501252086
subsoil,Grassland,64.83660128,13.42274518,-51.71201447,0.501252086
topsoil,Grassland,60.02626964,25.02473578,-57.8388196,0.668893869
topsoil,Grassland,56.32437947,14.02164377,-44.58813032,0.668893768
subsoil,Grassland,46.30253774,16.49886506,-42.93562726,0.668893869
topsoil,Cropland,189.5833333,0.16842728,-30.97345133,0.668893869
subsoil,Cropland,269.2982455,0.480715949,-55.70755774,0.668893869
subsoil,Cropland,309.7222221,3.805346695,-89.57050664,0.668893869
topsoil,Cropland,81.25000005,0.177109254,0.306468658,0.668893869
subsoil,Cropland,181.5789474,0.169077675,-46.36837268,0.668893869
subsoil,Cropland,169.4444444,3.831984176,-80.20283412,0.668893869
topsoil,Abandoned,91.98895033,0.160399803,-32.47402849,0.668893869
subsoil,Abandoned,46.18055562,3.032530554,-56.69970846,0.668893869
subsoil,Abandoned,44.60784307,0.166528705,-42.40723979,0.668893869
topsoil,Abandoned,20.16574582,0.169080981,-1.872251491,0.668893869
subsoil,Abandoned,11.45833333,2.712977997,-47.5697211,0.668893869
subsoil,Abandoned,-4.901960805,0.19223243,9.318996986,0.668893869
topsoil,Paddy,-42.38232738,0.539215261,-7.743735729,0.668893869
topsoil,Wetland,-13.75840292,0.172622722,-21.18460215,0.668893869
topsoil,Paddy,-42.38232738,0.539215261,6.55594858,0.668893869
topsoil,Wetland,-13.75840292,0.172622722,39.69045892,0.668893869
topsoil,Grassland,-18.41847207,0.00400008,-18.01028505,0.400801068
topsoil,Grassland,-35.45147813,0.00400008,-28.76645736,0.400801068
topsoil,Grassland,-28.25520927,0.00400008,-30.35822311,0.400801068
topsoil,Grassland,-17.91581631,0.00400008,-50.71500558,0.400801068
topsoil,Grassland,-21.41065637,0.00400008,-21.43134842,0.400801068
topsoil,Grassland,-43.01486981,0.00400008,-47.58367336,0.400801068
topsoil,Abandoned,-3.732935979,0.00400008,19.05713965,0.400801068
topsoil,Abandoned,-23.83206291,0.00400008,3.43777105,0.400801068
topsoil,Abandoned,-22.50420739,0.00400008,46.62766714,0.400801068
topsoil,Abandoned,-11.33601751,0.00400008,3.769302084,0.400801068
topsoil,Abandoned,-12.26160262,0.00400008,94.93819196,0.400801068
topsoil,Abandoned,-36.38089133,0.00400008,30.05115577,0.400801068
topsoil,Abandoned,51.49677673,0.00400008,98.22761675,0.400801068
topsoil,Abandoned,19.86650965,0.00400008,72.22227689,0.400801068
topsoil,Abandoned,-4.701792735,0.00400008,33.25395331,0.400801068
topsoil,Abandoned,9.031965531,0.00400008,-5.701037639,0.400801068
topsoil,Abandoned,47.94636109,0.00400008,18.6886899,0.400801068
topsoil,Abandoned,7.275900911,0.00400008,-20.81797239,0.400801068
topsoil,Cropland,7.726882348,0.00400008,-2.712531745,0.400801068
topsoil,Cropland,-14.76488371,0.00400008,-15.47320607,0.400801068
topsoil,Cropland,-32.90367658,0.00400008,20.64400516,0.400801068
topsoil,Cropland,-23.23419052,0.00400008,-14.62108819,0.400801068
topsoil,Cropland,38.41293392,0.00400008,72.95286332,0.400801068
topsoil,Cropland,0.363213226,0.00400008,15.38385343,0.400801068
topsoil,Cropland,99.99999609,1.916797944,0.502257103,0.534758054
topsoil,Cropland,124.5282939,2.025830864,-27.38026499,0.459385254
topsoil,Cropland,104.1666667,0.01122563,184.5374803,0.668893869
topsoil,Cropland,22.37288136,0.002800039,220.3353987,0.668893869
topsoil,Cropland,-2.19399539,0.008350349,62.91020493,0.668893869
topsoil,Cropland,149.3243243,0.009680469,133.3073073,0.668893869
topsoil,Cropland,40.45197747,0.002620034,91.27480832,0.668893869
topsoil,Cropland,28.17551966,0.016201012,158.1783722,0.668893869
topsoil,Grassland,190.5448717,0.007190258,492.1377994,0.668893869
topsoil,Grassland,94.43447036,0.016183209,566.6351928,0.668893869
topsoil,Grassland,59.51035775,0.004870119,301.3323074,0.668893869
topsoil,Grassland,254.8076923,0.00565016,474.7568731,0.668893869
topsoil,Grassland,123.1597847,0.016012082,442.6636555,0.668893869
topsoil,Cropland,104.1666667,0.01122563,172.5670585,0.668893869
topsoil,Cropland,22.37288136,0.002800039,177.7418155,0.668893869
topsoil,Cropland,-2.19399539,0.008350349,20.25334107,0.668893869
topsoil,Cropland,149.3243243,0.009680469,18.0026473,0.668893869
topsoil,Cropland,40.45197747,0.002620034,12.22004137,0.668893869
topsoil,Cropland,28.17551966,0.016201012,20.35120925,0.668893869
topsoil,Grassland,190.5448717,0.007190258,162.0006967,0.668893869
topsoil,Grassland,94.43447036,0.016183209,166.9748483,0.668893869
topsoil,Grassland,59.51035775,0.004870119,55.40937619,0.668893869
topsoil,Grassland,254.8076923,0.00565016,52.50069265,0.668893869
topsoil,Grassland,123.1597847,0.016012082,59.9743473,0.668893869
topsoil,Grassland,109.039548,0.012713908,71.56566609,0.668893869
topsoil,Cropland,104.1666667,0.01122563,147.4716671,0.668893869
topsoil,Cropland,22.37288136,0.002800039,205.5490829,0.668893869
topsoil,Cropland,-2.19399539,0.008350349,18.79585158,0.668893869
topsoil,Cropland,149.3243243,0.009680469,76.55238761,0.668893869
topsoil,Cropland,40.45197747,0.002620034,-26.99415233,0.668893869
topsoil,Cropland,28.17551966,0.016201012,48.010107,0.668893869
topsoil,Grassland,190.5448717,0.007190258,264.9008336,0.668893869
topsoil,Grassland,94.43447036,0.016183209,350.5368893,0.668893869
topsoil,Grassland,59.51035775,0.004870119,75.12858946,0.668893869
topsoil,Grassland,254.8076923,0.00565016,160.2731509,0.668893869
topsoil,Grassland,123.1597847,0.016012082,2.593049419,0.668893869
topsoil,Grassland,109.039548,0.012713908,107.9906426,0.668893869
topsoil,Cropland,104.1666667,0.01122563,184.5374803,0.668893869
topsoil,Cropland,22.37288136,0.002800039,220.3353987,0.668893869
topsoil,Cropland,-2.19399539,0.008350349,62.91020493,0.668893869
topsoil,Cropland,149.3243243,0.009680469,133.3073073,0.668893869
topsoil,Cropland,40.45197747,0.002620034,91.27480832,0.668893869
topsoil,Cropland,28.17551966,0.016201012,158.1783722,0.668893869
topsoil,Grassland,190.5448717,0.007190258,492.1377994,0.668893869
topsoil,Grassland,94.43447036,0.016183209,566.6351928,0.668893869
topsoil,Grassland,59.51035775,0.004870119,301.3323074,0.668893869
topsoil,Grassland,254.8076923,0.00565016,474.7568731,0.668893869
topsoil,Grassland,123.1597847,0.016012082,442.6636555,0.668893869
topsoil,Cropland,104.1666667,0.01122563,172.5670585,0.668893869
topsoil,Cropland,22.37288136,0.002800039,177.7418155,0.668893869
topsoil,Cropland,-2.19399539,0.008350349,20.25334107,0.668893869
topsoil,Cropland,149.3243243,0.009680469,18.0026473,0.668893869
topsoil,Cropland,40.45197747,0.002620034,12.22004137,0.668893869
topsoil,Cropland,28.17551966,0.016201012,20.35120925,0.668893869
topsoil,Grassland,190.5448717,0.007190258,162.0006967,0.668893869
topsoil,Grassland,94.43447036,0.016183209,166.9748483,0.668893869
topsoil,Grassland,59.51035775,0.004870119,55.40937619,0.668893869
topsoil,Grassland,254.8076923,0.00565016,52.50069265,0.668893869
topsoil,Grassland,123.1597847,0.016012082,59.9743473,0.668893869
topsoil,Grassland,109.039548,0.012713908,71.56566609,0.668893869
topsoil,Cropland,104.1666667,0.01122563,147.4716671,0.668893869
topsoil,Cropland,22.37288136,0.002800039,205.5490829,0.668893869
topsoil,Cropland,-2.19399539,0.008350349,18.79585158,0.668893869
topsoil,Cropland,149.3243243,0.009680469,76.55238761,0.668893869
topsoil,Cropland,40.45197747,0.002620034,-26.99415233,0.668893869
topsoil,Cropland,28.17551966,0.016201012,48.010107,0.668893869
topsoil,Grassland,190.5448717,0.007190258,264.9008336,0.668893869
topsoil,Grassland,94.43447036,0.016183209,350.5368893,0.668893869
topsoil,Grassland,59.51035775,0.004870119,75.12858946,0.668893869
topsoil,Grassland,254.8076923,0.00565016,160.2731509,0.668893869
topsoil,Grassland,123.1597847,0.016012082,2.593049419,0.668893869
topsoil,Grassland,109.039548,0.012713908,107.9906426,0.668893869
topsoil,Natural,-29.5472186,0.015311172,143.3461463,0.668893869
topsoil,Natural,-38.1085138,0.006470209,143.3958095,0.668893869
topsoil,Natural,-32.76307297,0.020588319,144.0603117,0.668893869
topsoil,Natural,-20.99611899,0.054292533,80.63486838,0.668893869
topsoil,Natural,-54.02101653,0.021941707,40.31593069,0.668893869
topsoil,Natural,-33.40865075,0.037184912,85.44557448,0.668893869
topsoil,Natural,-13.86804653,0.01157327,116.4439876,0.668893869
