"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.0173188394171953,-0.0173188394171953,-0.170707865998345,0.136070187163955,0.824862352699274,-0.221295501173139,0.0782611455062762,0.148002702424879,NA,NA,3.58159822978882,0.166826802603587,219,"subsoil",50,0.227272727272727
"Soil.layertopsoil",0.0131255004627354,0.0131255004627354,-0.138483536238345,0.164734537163815,0.865259278157234,0.169683211144906,0.0773529707162748,NA,NA,NA,NA,NA,NA,"topsoil",170,0.772727272727273
