"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.142252591699816,0.142252591699816,-0.13014769967734,0.414652883076973,0.306057173443956,1.02353031646758,0.138982294330822,0.151358701821918,NA,NA,68.5747040974321,1.28585561651345e-15,95,"subsoil",19,0.2
"Soil.layertopsoil",-0.0428648477743253,-0.0428648477743253,-0.313048901871457,0.227319206322807,0.755839121733149,-0.310949356804996,0.137851540246815,NA,NA,NA,NA,NA,NA,"topsoil",76,0.8
