"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.285422070249302,-0.285422070249302,-0.449022023612607,-0.121822116885997,0.000627547462703728,-3.4194201561855,0.0834708977582039,0.273814575148838,NA,NA,61.1174112875628,5.35208207520468e-14,348,"subsoil",104,0.298850574712644
"Soil.layertopsoil",-0.201064868342718,-0.201064868342718,-0.363607811516501,-0.0385219251689352,0.0153309029129435,-2.42446637678195,0.0829315969354034,NA,NA,NA,NA,NA,NA,"topsoil",244,0.701149425287356
