"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.150849064569812,0.150849064569812,-0.0389715325201811,0.340669661659805,0.119335382019998,1.55756929538167,0.0968490230367873,0.0395499172359623,NA,NA,4.53904041938343,0.103361760158901,42,"subsoil",4,0.0952380952380952
"Soil.layertopsoil",0.0824097029578264,0.0824097029578264,-0.0952182446496584,0.260037650565311,0.363183005735739,0.909316647236753,0.0906281691952461,NA,NA,NA,NA,NA,NA,"topsoil",38,0.904761904761905
