"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.146538415820106,-0.146538415820106,-0.378704774316662,0.0856279426764507,0.216054732050661,-1.23708714397233,0.118454400350137,0.45683509555154,NA,NA,303.178892200802,1.46399651812426e-66,261,"subsoil",54,0.20377358490566
"Soil.layertopsoil",0.0990012102143241,0.0990012102143241,-0.131943548988179,0.329945969416828,0.400798637837415,0.840195755539149,0.117831123951341,NA,NA,NA,NA,NA,NA,"topsoil",211,0.79622641509434
