"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.332178283838945,0.332178283838945,0.130557640057261,0.533798927620629,0.00124171306856123,3.22912108878903,0.102869565651227,0.135623317888508,NA,NA,37.4573595806813,7.34916018833271e-09,163,"subsoil",48,0.290909090909091
"Soil.layertopsoil",0.255933011309529,0.255933011309529,0.055010016510679,0.456856006108378,0.0125398868292834,2.49657579075877,0.102513615751975,NA,NA,NA,NA,NA,NA,"topsoil",117,0.709090909090909
