"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.0867841465609574,-0.0867841465609574,-0.273934553003557,0.100366259881642,0.363423231228765,-0.908861513697494,0.0954866558359327,0.0985965971754221,NA,NA,154.867394177947,2.34948480645182e-34,139,"subsoil",59,0.424460431654676
"Soil.layertopsoil",0.0673437572795255,0.0673437572795255,-0.119122540403424,0.253810054962475,0.479034515452346,0.707856274788611,0.0951376143407594,NA,NA,NA,NA,NA,NA,"topsoil",80,0.575539568345324
