"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.0759089533503023,0.0759089533503023,-0.387961278187159,0.539779184887763,0.748412208146648,0.320733697822359,0.236672834397168,0.219549265792872,NA,NA,207.522691182451,8.65008101244599e-46,26,"subsoil",8,0.307692307692308
"Soil.layertopsoil",-0.489994714343772,-0.489994714343772,-0.950626905678498,-0.0293625230090468,0.0370783910991964,-2.08489986326404,0.235020742711669,NA,NA,NA,NA,NA,NA,"topsoil",18,0.692307692307692
