"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.620297167800709,-0.620297167800709,-0.977491973114731,-0.263102362486687,0.000664959758433752,-3.40363322902407,0.182245596414796,0.126743612141396,NA,NA,106.309444850455,8.22616400192886e-24,20,"subsoil",4,0.2
"Soil.layertopsoil",-0.192094538323687,-0.192094538323687,-0.542918013304728,0.158728936657353,0.283188265537458,-1.07318467431982,0.178994857940396,NA,NA,NA,NA,NA,NA,"topsoil",16,0.8
