"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.0926218974038061,0.0926218974038061,-0.707357806458627,0.892601601266239,0.82048187840536,0.226925235996289,0.408160410177213,0.663349143303262,NA,NA,31.8298453471604,1.22528439639993e-07,22,"subsoil",7,0.318181818181818
"Soil.layertopsoil",0.268709101211491,0.268709101211491,-0.530128196785907,1.06754639920889,0.50971380744759,0.659283388510943,0.407577539331603,NA,NA,NA,NA,NA,NA,"topsoil",15,0.681818181818182
