Ref,studysite,Case,Xe,Sde,Ne,Xc,Sdc,Nc,Effect size for LI
1,1,13,1.256409849,0.125640985,4,1.135136584,0.113513658,4,0.101505345
1,1,14,1.153845787,0.115384579,4,1.130434431,0.113043443,4,2.05E-02
1,1,15,0.911129543,0.091112954,4,1.024376597,0.10243766,4,-0.117154423
1,2,16,0.777778288,0.077777829,4,1.135136584,0.113513658,4,-0.378066755
1,2,17,0.781818428,0.078181843,4,1.130434431,0.113043443,4,-0.368734766
1,2,18,1.15382561,0.115382561,4,1.024376597,0.10243766,4,0.118998809
1,3,19,0.596774,0.0596774,4,1.135136584,0.113513658,4,-0.642969779
1,3,20,0.749999031,0.074999903,4,1.130434431,0.113043443,4,-0.410285375
1,3,21,0.557138808,0.055713881,4,1.024376597,0.10243766,4,-0.609025093
1,4,22,0.901639444,0.090163944,4,1.135136584,0.113513658,4,-0.23029355
1,4,23,0.933332231,0.093333223,4,1.130434431,0.113043443,4,-0.191596064
1,4,24,0.439035824,0.043903582,4,1.024376597,0.10243766,4,-0.847258496
1,1,41,1.306121868,0.130612187,4,1.129628832,0.112962883,4,0.145173229
1,1,42,0.769231916,0.076923192,4,1.306125031,0.130612503,4,-0.529427536
1,1,43,1.053572368,0.105357237,4,0.958343828,0.095834383,4,9.47E-02
1,2,44,1.49999845,0.149999845,4,1.129628832,0.112962883,4,0.283574963
1,2,45,1.369567415,0.136956742,4,1.306125031,0.130612503,4,4.74E-02
1,2,46,1.208346115,0.120834612,4,0.958343828,0.095834383,4,0.231801241
1,3,47,1.387756264,0.138775626,4,1.129628832,0.112962883,4,0.205799133
1,3,48,1.224135074,0.122413507,4,1.306125031,0.130612503,4,-6.48E-02
1,3,49,1.280023064,0.128002306,4,0.958343828,0.095834383,4,0.28942676
1,4,50,1.249999354,0.124999935,4,1.129628832,0.112962883,4,0.101253923
1,4,51,1.3000031,0.13000031,4,1.306125031,0.130612503,4,-4.70E-03
1,4,52,1.056622204,0.10566222,4,0.958343828,0.095834383,4,9.76E-02
4,1,11,0.494245633,0.049424563,5,0.204993133,0.020499313,5,0.880056145
4,1,12,0.33169298,0.033169298,5,0.131494033,0.013149403,5,0.925248307
4,1,13,0.131349097,0.01313491,5,0.064711853,0.006471185,5,0.707914256
4,1,14,0.040801644,0.004080164,5,0.026618998,0.0026619,5,0.427097227
4,1,15,0.019928254,0.001992825,5,0.022335317,0.002233532,5,-0.114030595
4,1,26,0.494245633,0.049424563,5,0.036649374,0.003664937,5,2.601636286
4,1,27,0.33169298,0.033169298,5,0.049418121,0.004941812,5,1.903892608
4,1,28,0.131349097,0.01313491,5,0.021086716,0.002108672,5,1.829215365
4,1,29,0.040801644,0.004080164,5,0.005415887,0.000541589,5,2.019385744
4,1,30,0.019928254,0.001992825,5,0.012754083,0.001275408,5,0.446287103
10,1,73,2.114444444,0.211444444,3,0.229666667,0.022966667,3,2.219918401
10,1,74,0.761851852,0.076185185,3,0.063,0.0063,3,2.49261739
10,1,75,0.398571429,0.039857143,3,0.083058824,0.008305882,3,1.568337652
10,1,76,0.371818182,0.037181818,3,0.186,0.0186,3,0.692658303
10,1,77,0.37,0.037,3,0.125111111,0.012511111,3,1.084300774
10,1,78,0.37625,0.037625,3,0.138272727,0.013827273,3,1.001025797
10,3,79,3.467567568,0.346756757,3,0.229666667,0.022966667,3,2.714579656
10,3,80,1.595757576,0.159575758,3,0.063,0.0063,3,3.231969145
10,3,81,1.042068966,0.104206897,3,0.083058824,0.008305882,3,2.529414332
10,3,82,0.865384615,0.086538462,3,0.186,0.0186,3,1.537427376
10,3,83,0.51,0.051,3,0.125111111,0.012511111,3,1.405208494
10,3,84,0.508421053,0.050842105,3,0.138272727,0.013827273,3,1.302081929
10,4,85,3.666428571,0.366642857,3,0.229666667,0.022966667,3,2.770344344
10,4,86,1.424705882,0.142470588,3,0.063,0.0063,3,3.118585947
10,4,87,0.984615385,0.098461539,3,0.083058824,0.008305882,3,2.472702018
10,4,88,0.804,0.0804,3,0.186,0.0186,3,1.463852595
10,4,89,0.422727273,0.042272727,3,0.125111111,0.012511111,3,1.217524994
10,4,90,0.64,0.064,3,0.138272727,0.013827273,3,1.532240157
10,1,91,1.532222222,0.153222222,3,0.229666667,0.022966667,3,1.897845411
10,1,92,0.687647059,0.068764706,3,0.063,0.0063,3,2.39E+00
10,1,93,0.527894737,0.052789474,3,0.083058824,0.008305882,3,1.849347828
10,1,94,0.50875,0.050875,3,0.186,0.0186,3,1.006210063
10,1,95,0.38,0.038,3,0.125111111,0.012511111,3,1.110969021
10,1,96,0.362941176,0.036294118,3,0.138272727,0.013827273,3,0.965012753
10,2,97,3.307857143,0.330785714,3,0.229666667,0.022966667,3,2.667426888
10,2,98,1.447894737,0.144789474,3,0.063,0.0063,3,3.134731148
10,2,99,0.886,0.0886,3,0.083058824,0.008305882,3,2.367167877
10,2,100,0.711818182,0.071181818,3,0.186,0.0186,3,1.342075842
10,2,101,0.555882353,0.055588235,3,0.125111111,0.012511111,3,1.491354445
10,2,102,0.587142857,0.058714286,3,0.138272727,0.013827273,3,1.446040139
10,5,103,5.12173913,0.512173913,3,0.229666667,0.022966667,3,3.104620352
10,5,104,2.966428571,0.296642857,3,0.063,0.0063,3,3.851979281
10,5,105,1.827692308,0.182769231,3,0.083058824,0.008305882,3,3.091260342
10,5,106,1.234761905,0.123476191,3,0.186,0.0186,3,1.892886767
10,5,107,1.176756757,0.117675676,3,0.125111111,0.012511111,3,2.241315191
10,5,108,0.800555556,0.080055556,3,0.138272727,0.013827273,3,1.756077912
10,5,109,149.5357143,14.95357143,3,278.1333333,27.81333333,3,-0.620565359
10,5,110,158.8709677,15.88709677,3,278.1333333,27.81333333,3,-0.560008266
10,5,111,139.1176471,13.91176471,3,278.1333333,27.81333333,3,-0.692780658
10,5,112,138.8709677,13.88709677,3,278.1333333,27.81333333,3,-0.694555403
10,5,113,153.1724138,15.31724138,3,278.1333333,27.81333333,3,-0.596536441
10,5,114,96.80357143,9.680357143,3,278.1333333,27.81333333,3,-1.055416726
10,5,115,79.58333333,7.958333333,3,221.3076923,22.13076923,3,-1.022749315
11,1,1,0.867549669,0.086754967,3,1.245901639,0.124590164,3,-0.36194199
11,2,5,0.962765957,0.096276596,3,1.245901639,0.124590164,3,-0.257804408
11,3,8,0.801675978,0.080167598,3,1.245901639,0.124590164,3,-0.440910247
11,4,11,0.870689655,0.087068966,3,1.245901639,0.124590164,3,-0.35832915
11,5,14,1.066202091,0.106620209,3,1.245901639,0.124590164,3,-0.15575659
11,6,17,0.986622074,0.098662207,3,1.245901639,0.124590164,3,-0.233327693
11,7,20,0.907534247,0.090753425,3,1.245901639,0.124590164,3,-0.316883452
11,8,23,0.468975469,0.046897547,3,1.245901639,0.124590164,3,-0.977064293
11,1,26,0.867549669,0.086754967,3,0.840707965,0.084070797,3,3.14E-02
11,2,29,0.962765957,0.096276596,3,0.840707965,0.084070797,3,0.135565996
11,3,32,0.801675978,0.080167598,3,0.840707965,0.084070797,3,-4.75E-02
11,4,35,0.870689655,0.087068966,3,0.840707965,0.084070797,3,3.50E-02
11,5,38,1.066202091,0.106620209,3,0.840707965,0.084070797,3,0.237613813
11,6,41,0.986622074,0.098662207,3,0.840707965,0.084070797,3,0.16004271
11,7,44,0.907534247,0.090753425,3,0.840707965,0.084070797,3,7.65E-02
11,8,47,0.468975469,0.046897547,3,0.840707965,0.084070797,3,-0.58369389
12,1,49,0.112604789,0.011260479,3,0.097096104,0.00970961,3,0.148182995
12,1,50,0.099425492,0.009942549,3,0.067146283,0.006714628,3,0.392534969
12,1,51,0.116793366,0.011679337,3,0.097096104,0.00970961,3,0.184705012
12,1,52,0.08734935,0.008734935,3,0.067146283,0.006714628,3,0.263042031
12,1,53,0.125248696,0.01252487,3,0.097096104,0.00970961,3,0.254600076
12,1,54,0.099991373,0.009999137,3,0.067146283,0.006714628,3,0.398210341
12,1,55,0.137703437,0.013770344,3,0.097096104,0.00970961,3,0.349401109
12,1,56,0.110057019,0.011005702,3,0.067146283,0.006714628,3,0.494125017
12,1,57,0.120158213,0.012015821,3,0.097096104,0.00970961,3,0.213108059
12,1,58,0.12101653,0.012101653,3,0.067146283,0.006714628,3,0.589053583
12,1,59,0.136217812,0.013621781,3,0.097096104,0.00970961,3,0.338553906
12,1,60,0.129089616,0.012908962,3,0.067146283,0.006714628,3,0.653633293
13,1,37,0.119815985,0.011981599,3,0.113838907,0.011383891,3,5.12E-02
13,1,38,0.086662412,0.008666241,3,0.113838907,0.011383891,3,-0.272764102
13,1,39,0.076016164,0.007601616,3,0.113838907,0.011383891,3,-0.40383835
13,1,40,0.124688489,0.012468849,3,0.121713929,0.012171393,3,2.41E-02
13,1,41,0.089253514,0.008925351,3,0.121713929,0.012171393,3,-0.310192653
13,1,42,0.085977754,0.008597775,3,0.121713929,0.012171393,3,-0.347584862
13,1,43,0.208677458,0.020867746,3,0.187186983,0.018718698,3,0.108681771
13,1,44,0.221645833,0.022164583,3,0.187186983,0.018718698,3,0.168972737
13,1,45,0.216452769,0.021645277,3,0.187186983,0.018718698,3,0.145264343
16,1,1,0.660680722,0.066068072,3,6.210960131,0.621096013,3,-2.240800073
16,1,2,1.203615967,0.120361597,3,10.55863222,1.055863222,3,-2.171613413
16,1,3,1.769482923,0.176948292,3,4.16788114,0.416788114,3,-0.856720417
16,1,4,0.490826006,0.049082601,3,6.551940523,0.655194052,3,-2.591426849
16,1,5,2.190452389,0.219045239,3,11.13829889,1.113829889,3,-1.626281427
16,1,6,3.689913319,0.368991332,3,4.39669693,0.439669693,3,-0.175250594
16,1,7,0.515776063,0.051577606,3,4.774605065,0.477460507,3,-2.225393857
16,1,8,0.796468479,0.079646848,3,8.116828611,0.811682861,3,-2.321507238
16,1,9,1.523878615,0.152387862,3,3.204011294,0.320401129,3,-0.743144749
16,1,19,0.660680722,0.066068072,3,0.411651527,0.041165153,3,0.473093516
16,1,20,1.203615967,0.120361597,3,0.383565714,0.038356571,3,1.143574653
16,1,21,1.769482923,0.176948292,3,0.647660139,0.064766014,3,1.005076566
16,1,22,0.490826006,0.049082601,3,0.35084519,0.035084519,3,0.335744628
16,1,23,2.190452389,0.219045239,3,0.32690802,0.032690802,3,1.902184526
16,1,24,3.689913319,0.368991332,3,0.55199223,0.055199223,3,1.899824276
16,1,25,0.515776063,0.051577606,3,0.301695361,0.030169536,3,0.536254914
16,1,26,0.796468479,0.079646848,3,0.281111544,0.028111154,3,1.041436009
16,1,27,1.523878615,0.152387862,3,0.474663755,0.047466376,3,1.166407416
19,2,43,0.431984642,0.043198464,3,0.303791602,0.03037916,3,0.35204809
19,1,44,0.162885443,0.016288544,3,0.27968265,0.027968265,3,-0.540608419
19,2,45,0.40518626,0.040518626,3,0.218932337,0.021893234,3,0.615584145
19,1,46,2.688451457,0.268845146,3,0.327115269,0.032711527,3,2.106408026
19,2,47,0.922990364,0.092299036,3,0.317810438,0.031781044,3,1.066163695
19,1,48,0.495632765,0.049563277,3,0.230544667,0.023054467,3,0.765390633
19,2,49,0.431984642,0.043198464,3,0.351703759,0.035170376,3,0.20560081
19,1,50,0.162885443,0.016288544,3,0.158462814,0.015846281,3,2.75E-02
19,2,51,0.40518626,0.040518626,3,0.196668938,0.019666894,3,0.722825064
19,1,52,2.688451457,0.268845146,3,0.951104867,0.095110487,3,1.039096313
19,2,53,0.922990364,0.092299036,3,0.445643786,0.044564379,3,0.728098848
19,1,54,0.495632765,0.049563277,3,0.246405291,0.024640529,3,0.698857552
21,1,81,1.170154265,0.117015427,3,0.50423579,0.050423579,3,0.841846874
21,1,82,0.671008658,0.067100866,3,0.296990799,0.02969908,3,0.815080882
21,1,83,0.566061783,0.056606178,3,0.353416244,0.035341624,3,0.471056705
21,1,84,0.415410118,0.041541012,3,0.308179181,0.030817918,3,0.298584898
21,1,85,0.307623758,0.030762376,3,0.192045233,0.019204523,3,0.471146537
21,1,86,0.28917804,0.028917804,3,0.181939606,0.018193961,3,0.463367758
21,1,87,0.309402145,0.030940215,3,0.185425936,0.018542594,3,0.511986338
21,1,88,0.276531981,0.027653198,3,0.172425171,0.017242517,3,0.47236313
21,1,89,0.24793328,0.024793328,3,0.162827127,0.016282713,3,0.420470612
21,1,90,0.226055645,0.022605565,3,0.169114728,0.016911473,3,0.290203839
21,1,91,1.922092081,0.192209208,3,0.50423579,0.050423579,3,1.338125502
21,1,92,0.789321425,0.078932143,3,0.296990799,0.02969908,3,0.977472463
21,1,93,0.614151018,0.061415102,3,0.353416244,0.035341624,3,0.552594331
21,1,94,0.616041987,0.061604199,3,0.308179181,0.030817918,3,0.692633751
21,1,95,0.548040335,0.054804034,3,0.192045233,0.019204523,3,1.048617952
21,1,96,0.490809101,0.04908091,3,0.181939606,0.018193961,3,0.992380458
21,1,97,0.357307408,0.035730741,3,0.185425936,0.018542594,3,0.655940963
21,1,98,0.312221725,0.031222173,3,0.172425171,0.017242517,3,0.593750244
21,1,99,0.263895447,0.026389545,3,0.162827127,0.016282713,3,0.482863923
21,1,100,0.239384035,0.023938404,3,0.169114728,0.016911473,3,0.347491756
21,1,181,1.170154265,0.117015427,3,0.844815035,0.084481504,3,0.32577316
21,1,182,0.671008658,0.067100866,3,0.549182049,0.054918205,3,0.200352053
21,1,183,0.566061783,0.056606178,3,0.488002162,0.048800216,3,0.148383392
21,1,184,0.415410118,0.041541012,3,0.324848918,0.032484892,3,0.245906063
21,1,185,0.307623758,0.030762376,3,0.262910562,0.026291056,3,0.157063567
21,1,186,0.28917804,0.028917804,3,0.233409792,0.023340979,3,0.214246883
21,1,187,0.309402145,0.030940215,3,0.213893379,0.021389338,3,0.369164212
21,1,188,0.276531981,0.027653198,3,0.240224273,0.024022427,3,0.140753521
21,1,189,0.24793328,0.024793328,3,0.243959772,0.024395977,3,1.62E-02
21,1,190,0.226055645,0.022605565,3,0.17657139,0.017657139,3,0.247055917
21,1,191,1.922092081,0.192209208,3,0.844815035,0.084481504,3,0.822051787
21,1,192,0.789321425,0.078932143,3,0.549182049,0.054918205,3,0.362743633
21,1,193,0.614151018,0.061415102,3,0.488002162,0.048800216,3,0.229921019
21,1,194,0.616041987,0.061604199,3,0.324848918,0.032484892,3,0.639954917
21,1,195,0.548040335,0.054804034,3,0.262910562,0.026291056,3,0.734534982
21,1,196,0.490809101,0.04908091,3,0.233409792,0.023340979,3,0.743259582
21,1,197,0.357307408,0.035730741,3,0.213893379,0.021389338,3,0.513118837
21,1,198,0.312221725,0.031222173,3,0.240224273,0.024022427,3,0.262140636
21,1,199,0.263895447,0.026389545,3,0.243959772,0.024395977,3,7.85E-02
21,1,200,0.239384035,0.023938404,3,0.17657139,0.017657139,3,0.304343834
23,2,16,0.011531818,0.001153182,5,0.011392932,0.001139293,5,0.012116884
23,2,17,0.012806452,0.001280645,5,0.008920961,0.000892096,5,0.361545419
23,2,18,0.007140547,0.000714055,5,0.005884167,0.000588417,5,0.193524092
23,2,19,0.114388548,0.011438855,5,0.095971326,0.009597133,5,0.17555151
23,2,20,0.122344332,0.012234433,5,0.094648123,0.009464812,5,0.256673415
23,2,21,0.11684159,0.011684159,5,0.099584231,0.009958423,5,0.159815258
23,2,22,0.065446661,0.006544666,5,0.050579611,0.005057961,5,0.257686908
23,2,23,0.063886301,0.00638863,5,0.042927686,0.004292769,5,0.397587989
23,2,24,0.037199178,0.003719918,5,0.029289296,0.00292893,5,0.239064526
23,2,40,0.011531818,0.001153182,5,0.020031405,0.002003141,5,-0.552191293
23,2,41,0.012806452,0.001280645,5,0.019644066,0.001964407,5,-0.427826224
23,2,42,0.007140547,0.000714055,5,0.01267306,0.001267306,5,-0.573689183
23,2,43,0.114388548,0.011438855,5,0.214901081,0.021490108,5,-0.568373319
23,2,44,0.122344332,0.012234433,5,0.169404187,0.016940419,5,-0.138694393
23,2,45,0.11684159,0.011684159,5,0.159017765,0.015901777,5,-0.334382056
23,2,46,0.065446661,0.006544666,5,0.115539075,0.011553908,5,-0.568373319
23,2,47,0.063886301,0.00638863,5,0.073390856,0.007339086,5,-0.138694393
23,2,48,0.037199178,0.003719918,5,0.051970108,0.005197011,5,-0.334382056
23,2,64,0.011531818,0.001153182,5,0.011824188,0.001182419,5,-2.50E-02
23,2,65,0.012806452,0.001280645,5,0.013467681,0.001346768,5,-5.03E-02
23,2,66,0.007140547,0.000714055,5,0.010313975,0.001031398,5,-0.367710461
23,2,67,0.114388548,0.011438855,5,0.082500752,0.008250075,5,0.676537904
23,2,68,0.122344332,0.012234433,5,0.114578038,0.011457804,5,0.672098137
23,2,69,0.11684159,0.011684159,5,0.163966058,0.016396606,5,-0.326789516
23,2,70,0.065446661,0.006544666,5,0.03327138,0.003327138,5,0.676537904
23,2,71,0.063886301,0.00638863,5,0.03262265,0.003262265,5,0.672098137
23,2,72,0.037199178,0.003719918,5,0.051577017,0.005157702,5,-0.326789516
24,1,22,1.018018018,0.101801802,3,0.935185185,0.093518519,3,8.49E-02
24,1,23,0.959016393,0.095901639,3,0.935185185,0.093518519,3,2.52E-02
24,1,24,1.314814815,0.131481482,3,0.935185185,0.093518519,3,0.340706541
24,1,25,1.349514563,0.134951456,3,0.935185185,0.093518519,3,0.366755655
24,1,26,0.693181818,0.069318182,3,0.935185185,0.093518519,3,-0.29945224
24,1,27,1.267716535,0.126771654,3,0.935185185,0.093518519,3,0.304227989
24,1,28,1.196721311,0.119672131,3,0.935185185,0.093518519,3,0.246596287
24,1,50,0.483801296,0.04838013,3,0.623880597,0.06238806,3,-0.254284722
24,1,51,0.555813953,0.055581395,3,0.623880597,0.06238806,3,-0.115525377
24,1,52,0.58685446,0.058685446,3,0.623880597,0.06238806,3,-6.12E-02
24,1,53,0.557603687,0.055760369,3,0.623880597,0.06238806,3,-0.112310528
24,1,54,0.645021645,0.064502165,3,0.623880597,0.06238806,3,3.33E-02
24,1,55,0.592592593,0.059259259,3,0.623880597,0.06238806,3,-5.15E-02
24,1,56,0.613272311,0.061327231,3,0.623880597,0.06238806,3,-1.71E-02
26,1,9,1.187661728,0.118766173,4,1.241132587,0.124113259,4,-4.40E-02
26,1,10,1.273859062,0.127385906,4,1.396756092,0.139675609,4,-9.21E-02
26,1,11,1.550789195,0.15507892,4,1.241132587,0.124113259,4,0.22273962
26,1,12,1.568657474,0.156865747,4,1.396756092,0.139675609,4,0.116067671
26,1,19,12.79146789,1.279146789,4,9.455421687,0.945542169,4,0.302190077
26,1,20,16.63519713,1.663519713,4,9.178481013,0.917848101,4,0.594659036
27,1,109,0.971428571,0.097142857,3,0.506849315,0.050684932,3,0.650553992
27,1,110,0.418546366,0.041854637,3,0.506849315,0.050684932,3,-0.191426076
27,1,111,0.621908127,0.062190813,3,0.506849315,0.050684932,3,0.204578626
27,2,112,0.735973597,0.07359736,3,0.506849315,0.050684932,3,0.372980494
27,2,113,0.551020408,0.055102041,3,0.506849315,0.050684932,3,8.36E-02
27,2,114,0.265938069,0.026593807,3,0.506849315,0.050684932,3,-0.644950291
27,3,115,0.874109264,0.087410926,3,0.506849315,0.050684932,3,0.544991633
27,3,116,0.609261939,0.060926194,3,0.506849315,0.050684932,3,0.184034538
27,3,117,0.399828031,0.039982803,3,0.506849315,0.050684932,3,-0.237179218
27,1,118,0.21875,0.021875,3,0.466165414,0.046616541,3,-0.756611011
27,1,119,0.34751773,0.034751773,3,0.466165414,0.046616541,3,-0.293724849
27,1,120,0.572,0.0572,3,0.466165414,0.046616541,3,0.204598456
27,2,121,0.341463415,0.034146342,3,0.466165414,0.046616541,3,-0.311299994
27,2,122,0.278287462,0.027828746,3,0.466165414,0.046616541,3,-0.515885921
27,2,123,0.259202454,0.025920245,3,0.466165414,0.046616541,3,-0.586931104
27,3,124,0.378378378,0.037837838,3,0.466165414,0.046616541,3,-0.20864584
27,3,125,0.789968652,0.078996865,3,0.466165414,0.046616541,3,0.527452728
27,3,126,0.524781341,0.052478134,3,0.466165414,0.046616541,3,0.118441147
27,1,127,0.176470588,0.017647059,3,0.279411765,0.027941177,3,-0.459532329
27,1,128,0.283842795,0.02838428,3,0.279411765,0.027941177,3,1.57E-02
27,1,129,0.31147541,0.031147541,3,0.279411765,0.027941177,3,0.108633841
27,2,130,0.22754491,0.022754491,3,0.279411765,0.027941177,3,-0.205338927
27,2,131,0.376884422,0.037688442,3,0.279411765,0.027941177,3,0.299252015
27,2,132,0.427906977,0.042790698,3,0.279411765,0.027941177,3,0.426219275
27,3,133,0.544444444,0.054444444,3,0.279411765,0.027941177,3,0.667079354
27,3,134,0.337912088,0.033791209,3,0.279411765,0.027941177,3,0.190099214
27,3,135,0.492007105,0.049200711,3,0.279411765,0.027941177,3,0.565806604
27,1,136,0.164634146,0.016463415,3,0.270072993,0.027007299,3,-0.494966549
27,1,137,0.259493671,0.025949367,3,0.270072993,0.027007299,3,-4.00E-02
27,1,138,0.367346939,0.036734694,3,0.270072993,0.027007299,3,0.307614473
27,2,139,0.391666667,0.039166667,3,0.270072993,0.027007299,3,0.371718872
27,2,140,0.246987952,0.024698795,3,0.270072993,0.027007299,3,-8.94E-02
27,2,141,0.245689655,0.024568966,3,0.270072993,0.027007299,3,-9.46E-02
27,3,142,0.522988506,0.052298851,3,0.270072993,0.027007299,3,0.66086722
27,3,143,0.264880952,0.026488095,3,0.270072993,0.027007299,3,-1.94E-02
27,3,144,0.441624365,0.044162437,3,0.270072993,0.027007299,3,0.491767403
27,1,145,0.161764706,0.016176471,3,0.178294574,0.017829457,3,-9.73E-02
27,1,146,0.255102041,0.025510204,3,0.178294574,0.017829457,3,0.358226535
27,1,147,0.140939597,0.01409396,3,0.178294574,0.017829457,3,-0.23510568
27,2,148,0.169811321,0.016981132,3,0.178294574,0.017829457,3,-4.87E-02
27,2,149,0.188073394,0.018807339,3,0.178294574,0.017829457,3,5.34E-02
27,2,150,0.212765957,0.021276596,3,0.178294574,0.017829457,3,0.17675568
27,3,151,0.529761905,0.052976191,3,0.178294574,0.017829457,3,1.088990579
27,3,152,0.274647887,0.027464789,3,0.178294574,0.017829457,3,0.432052777
27,3,153,0.3775,0.03775,3,0.178294574,0.017829457,3,0.750133478
27,1,154,0.076388889,0.007638889,3,0.147286822,0.014728682,3,-0.656544602
27,1,155,0.117647059,0.011764706,3,0.147286822,0.014728682,3,-0.224692738
27,1,156,0.25,0.025,3,0.147286822,0.014728682,3,0.529079064
27,2,157,0.19047619,0.019047619,3,0.147286822,0.014728682,3,0.257145349
27,2,158,0.365384615,0.036538462,3,0.147286822,0.014728682,3,0.908568686
27,2,159,0.208530806,0.020853081,3,0.147286822,0.014728682,3,0.347704926
27,3,160,0.605633803,0.06056338,3,0.147286822,0.014728682,3,1.413893664
27,3,161,0.377483444,0.037748344,3,0.147286822,0.014728682,3,0.941144856
27,3,162,0.54076087,0.054076087,3,0.147286822,0.014728682,3,1.300595312
28,3,17,0.22796554,0.022796554,3,0.162576687,0.016257669,3,0.338044666
28,4,18,0.338749558,0.033874956,3,0.147723753,0.014772375,3,0.82991707
28,1,19,0.282271945,0.028227195,3,0.147723753,0.014772375,3,0.647526951
28,2,20,0.379382679,0.037938268,3,0.147723753,0.014772375,3,0.943201404
28,3,21,0.137507673,0.013750767,3,0.123887974,0.012388797,3,0.104302003
28,4,22,0.13303438,0.013303438,3,0.112912913,0.011291291,3,0.163990749
28,1,23,0.141179474,0.014117947,3,0.112912913,0.011291291,3,0.223415107
28,2,24,0.139638524,0.013963852,3,0.112912913,0.011291291,3,0.212440276
29,1,25,0.563944968,0.056394497,3,0.242433367,0.024243337,3,0.844229887
29,2,26,0.711389195,0.07113892,3,0.327773076,0.032777308,3,0.774897802
29,3,27,0.632137132,0.063213713,3,0.645288757,0.064528876,3,-2.06E-02
29,4,28,0.476770277,0.047677028,3,0.354227369,0.035422737,3,0.297095975
29,5,29,0.884065616,0.088406562,3,0.242433367,0.024243337,3,1.293804418
29,6,30,0.838560353,0.083856035,3,0.327773076,0.032777308,3,0.939364726
29,1,31,0.634182322,0.063418232,3,0.645288757,0.064528876,3,-1.74E-02
29,2,32,0.358858428,0.035885843,3,0.354227369,0.035422737,3,1.30E-02
29,3,33,0.819342847,0.081934285,3,0.242433367,0.024243337,3,1.2177758
29,4,34,0.819028122,0.081902812,3,0.327773076,0.032777308,3,0.915796522
29,5,35,0.49762761,0.049762761,3,0.645288757,0.064528876,3,-0.259846044
29,6,36,0.501798041,0.050179804,3,0.354227369,0.035422737,3,0.348258086
29,1,37,1.315023731,0.131502373,3,0.242433367,0.024243337,3,1.690883214
29,2,38,1.036104169,0.103610417,3,0.327773076,0.032777308,3,1.150901137
29,3,39,0.704864287,0.070486429,3,0.645288757,0.064528876,3,8.83E-02
29,4,40,0.827880146,0.082788015,3,0.354227369,0.035422737,3,0.84892941
29,5,41,1.063973006,0.106397301,3,0.242433367,0.024243337,3,1.479037875
29,6,42,1.082947813,0.108294781,3,0.327773076,0.032777308,3,1.195120324
29,1,43,0.701325555,0.070132556,3,0.645288757,0.064528876,3,8.33E-02
29,2,44,0.311452465,0.031145247,3,0.354227369,0.035422737,3,-0.128691848
29,3,45,1.139558906,0.113955891,3,0.242433367,0.024243337,3,1.547669481
29,4,46,1.204724129,0.120472413,3,0.327773076,0.032777308,3,1.301684389
29,5,47,0.988258096,0.09882581,3,0.645288757,0.064528876,3,0.426245989
29,6,48,0.511248531,0.051124853,3,0.354227369,0.035422737,3,0.366916397
30,1,3,0.351316086,0.035131609,6,0.377438348,0.037743835,6,-7.17E-02
30,2,6,0.348739954,0.034873995,6,0.377438348,0.037743835,6,-7.91E-02
30,2,9,0.219050241,0.021905024,6,0.377438348,0.037743835,6,-0.544106123
31,1,11,0.701639344,0.070163934,3,0.380165289,0.038016529,3,0.612813388
31,1,12,0.796078431,0.079607843,3,0.380165289,0.038016529,3,0.739091583
31,1,19,0.701639344,0.070163934,3,0.465277778,0.046527778,3,0.410784919
31,1,20,0.796078431,0.079607843,3,0.465277778,0.046527778,3,0.537063114
37,1,61,1.704657833,0.170465783,3,1.350951607,0.135095161,3,0.232555168
37,2,62,0.875752642,0.087575264,3,1.350951607,0.135095161,3,-0.433480838
37,1,63,1.247194667,0.124719467,3,1.233653792,0.123365379,3,0.010916434
37,2,64,0.627298422,0.062729842,3,1.09323684,0.109323684,3,-0.555475773
37,1,65,1.104938971,0.110493897,3,1.068609353,0.106860935,3,0.03343197
37,2,66,0.413438045,0.041343805,3,1.068609353,0.106860935,3,-0.949605739
37,1,67,0.956201493,0.095620149,3,1.072355504,0.10723555,3,-0.114644256
37,2,68,0.38049217,0.038049217,3,1.072355504,0.10723555,3,-1.036147315
37,1,69,0.803828497,0.08038285,3,1.080959118,0.108095912,3,-0.296218064
37,2,70,0.298982565,0.029898257,3,1.080959118,0.108095912,3,-1.285218737
37,1,71,0.582093281,0.058209328,3,0.988065838,0.098806584,3,-0.529118621
37,2,72,0.321396326,0.032139633,3,0.988065838,0.098806584,3,-1.123074312
37,1,133,1.704657833,0.170465783,3,0.383207521,0.038320752,3,1.492543013
37,2,134,0.875752642,0.087575264,3,0.383207521,0.038320752,3,0.826507006
37,1,135,1.247194667,0.124719467,3,0.339454618,0.033945462,3,1.301311777
37,2,136,0.627298422,0.062729842,3,0.339454618,0.033945462,3,6.14E-01
37,1,137,1.104938971,0.110493897,3,0.361954846,0.036195485,3,1.116025914
37,2,138,0.413438045,0.041343805,3,0.361954846,0.036195485,3,0.132988204
37,1,139,0.956201493,0.095620149,3,0.36663832,0.036663832,3,0.9585928
37,2,140,0.38049217,0.038049217,3,0.36663832,0.036663832,3,0.037089742
37,1,141,0.803828497,0.08038285,3,0.274985777,0.027498578,3,1.072666558
37,2,142,0.298982565,0.029898257,3,0.274985777,0.027498578,3,0.083665886
37,1,143,0.582093281,0.058209328,3,0.214259001,0.0214259,3,0.999445146
