Ref,studysite,Case,Xe,Sde,Ne,Xc,Sdc,Nc,Effect size for LI
139,2,61,5.087431089,0.508743109,3,3.993903828,0.399390383,3,0.24200385
139,3,62,3.506328591,0.350632859,3,3.993903828,0.399390383,3,-0.130199651
139,1,63,4.095933885,0.409593389,3,3.993903828,0.399390383,3,0.025225591
140,1,1,6.062296606,0.606229661,4,8.576258993,0.857625899,4,-0.346909097
140,1,6,7.151641791,0.715164179,4,7.267840593,0.726784059,4,-0.016117266
140,1,6,7.114226376,0.711422638,4,7.254617414,0.725461741,4,-0.019541657
140,1,6,6.731819174,0.673181917,4,8.576258993,0.857625899,4,-0.242152388
140,1,6,6.725963771,0.672596377,4,7.267840593,0.726784059,4,-0.077483991
140,1,6,7.356101305,0.735610131,4,7.254617414,0.725461741,4,0.013891927
140,1,6,6.766706021,0.676670602,4,8.576258993,0.857625899,4,-0.23698339
140,1,6,6.220240564,0.622024056,4,7.267840593,0.726784059,4,-0.155650636
140,1,6,5.537839399,0.55378394,4,7.254617414,0.725461741,4,-0.270033726
140,1,6,6.062296606,0.606229661,4,6.818074424,0.681807442,4,-0.117488383
140,1,6,7.151641791,0.715164179,4,6.142289874,0.614228987,4,0.152144335
140,1,6,7.114226376,0.711422638,4,7.676837725,0.767683773,4,-0.076111214
140,1,6,6.731819174,0.673181917,4,6.818074424,0.681807442,4,-0.012731674
140,1,6,6.725963771,0.672596377,4,6.142289874,0.614228987,4,0.090777611
140,1,6,7.356101305,0.735610131,4,7.676837725,0.767683773,4,-0.04267763
140,1,6,6.766706021,0.676670602,4,6.818074424,0.681807442,4,-0.007562676
140,1,6,6.220240564,0.622024056,4,6.142289874,0.614228987,4,0.012610966
140,1,6,5.537839399,0.55378394,4,7.676837725,0.767683773,4,-0.326603283
141,1,5,89.95981915,8.995981915,5,88.64799692,8.864799692,5,0.01468968
141,2,10,208.6351901,20.86351901,5,154.1562887,15.41562887,5,0.302620275
141,3,15,83.50000057,8.350000057,5,64.24999877,6.424999877,5,0.262064934
150,1,4,2.646492435,0.264649244,3,1.825711821,0.182571182,3,0.371265204
150,1,8,2.334406624,0.233440662,3,1.825711821,0.182571182,3,0.245787787
150,2,12,2.292086331,0.229208633,3,1.825711821,0.182571182,3,0.227492515
150,1,16,2.597723899,0.25977239,3,2.32,0.232,3,0.113068453
150,1,20,2.653586757,0.265358676,3,2.32,0.232,3,0.134345032
150,2,24,2.499071207,0.249907121,3,2.32,0.232,3,7.44E-02
150,1,28,2.638433515,0.263843352,3,3.869458128,0.386945813,3,-0.382929103
150,1,32,2.714859438,0.271485944,3,3.869458128,0.386945813,3,-0.354374299
150,2,36,2.376044568,0.237604457,3,3.869458128,0.386945813,3,-0.48767732
152,1,15,5.864029257,0.586402926,3,5.288643735,0.528864374,3,0.103275124
152,2,16,3.604539199,0.36045392,3,2.602677982,0.260267798,3,0.325653032
152,3,17,2.688855483,0.268885548,3,2.378518239,0.237851824,3,0.122637927
152,4,18,4.212943255,0.421294326,3,3.347383185,0.334738319,3,0.229982612
152,5,19,4.203359695,0.42033597,3,2.782777061,0.278277706,3,0.412434761
152,6,20,2.77512996,0.277512996,3,3.045672106,0.304567211,3,-9.30E-02
152,7,21,3.394645824,0.339464582,3,2.185990065,0.218599007,3,0.440130588
156,4,33,0.038194936,0.003819494,3,0.057850382,0.005785038,3,-0.415157113
156,4,34,0.072247003,0.0072247,3,0.078056252,0.007805625,3,-7.73E-02
156,4,35,0.079379499,0.00793795,3,0.066307765,0.006630777,3,0.179933124
156,4,36,0.112869924,0.011286992,3,0.088605114,0.008860511,3,0.242046458
156,1,37,0.034564347,0.003456435,3,0.057850382,0.005785038,3,-0.515037347
156,1,38,0.031223696,0.00312237,3,0.078056252,0.007805625,3,-0.916252449
156,1,39,0.04547285,0.004547285,3,0.066307765,0.006630777,3,-0.377191562
156,1,40,0.086630958,0.008663096,3,0.088605114,0.008860511,3,-0.022532349
156,2,41,0.038452491,0.003845249,3,0.057850382,0.005785038,3,-0.40843657
156,2,42,0.068125769,0.006812577,3,0.078056252,0.007805625,3,-1.36E-01
156,2,43,0.089654569,0.008965457,3,0.066307765,0.006630777,3,0.301657146
156,2,44,0.093264052,0.009326405,3,0.088605114,0.008860511,3,0.051245161
156,3,45,0.053291916,0.005329192,3,0.057850382,0.005785038,3,-0.082075404
156,3,46,0.068591028,0.006859103,3,0.078056252,0.007805625,3,-1.29E-01
156,3,47,0.079911877,0.007991188,3,0.066307765,0.006630777,3,0.186617471
156,3,48,0.065095768,0.006509577,3,0.088605114,0.008860511,3,-0.308330034
160,1,21,2.374194753,0.237419475,3,2.166442647,0.216644265,3,0.091571839
160,1,22,2.661997213,0.266199721,3,2.151607468,0.215160747,3,0.212861451
160,1,23,2.959138706,0.295913871,3,1.427490938,0.142749094,3,0.728979934
160,1,24,4.885701695,0.48857017,3,2.444493146,0.244449315,3,0.692475119
160,1,25,5.330677311,0.533067731,3,2.207375932,0.220737593,3,0.881673856
160,1,26,2.589133124,0.258913312,3,1.802582373,0.180258237,3,0.36210283
160,1,27,2.234107792,0.223410779,3,2.074098047,0.207409805,3,0.074315567
160,1,28,2.552672873,0.255267287,3,1.653390329,0.165339033,3,0.434313071
160,1,29,3.963954475,0.396395448,3,1.85292645,0.185292645,3,0.362454064
160,1,30,2.704684628,0.270468463,3,3.214930035,0.321493004,3,0.398559185
162,1,19,0.764309764,0.076430976,3,0.452513966,0.045251397,3,0.52415453
162,1,20,1.146067416,0.114606742,3,1.023404255,0.102340426,3,0.113201868
162,2,21,0.695337621,0.069533762,3,0.452513966,0.045251397,3,0.429578885
162,2,22,1.433281005,0.143328101,3,1.023404255,0.102340426,3,0.33683165
162,3,23,1.453703704,0.14537037,3,0.452513966,0.045251397,3,1.167051229
162,3,24,2.172413793,0.217241379,3,1.023404255,0.102340426,3,0.752704321
162,1,25,1.637055838,0.163705584,3,0.723316913,0.072331691,3,0.81680723
162,1,26,1.496124031,0.149612403,3,1.545155993,0.154515599,3,-0.032247087
162,2,27,1.449275362,0.144927536,3,0.723316913,0.072331691,3,0.694971504
162,2,28,1.562256809,0.156225681,3,1.545155993,0.154515599,3,0.011006577
162,3,29,2.013719512,0.201371951,3,0.723316913,0.072331691,3,1.023891338
162,3,30,2.64479638,0.264479638,3,1.545155993,0.154515599,3,0.537469208
162,1,31,1.428571429,0.142857143,3,0.982973893,0.098297389,3,0.373847661
162,1,32,2.636042403,0.26360424,3,1.563706564,0.156370656,3,0.522219697
162,2,33,2.09383378,0.209383378,3,0.982973893,0.098297389,3,0.756169448
162,2,34,2.402402402,0.24024024,3,1.563706564,0.156370656,3,0.429410232
162,3,35,3.0657277,0.30657277,3,0.982973893,0.098297389,3,1.137457681
162,1,37,0.304564315,0.030456432,3,0.162129216,0.016212922,3,0.630488636
162,1,38,0.279731993,0.027973199,3,0.236671001,0.0236671,3,0.167160981
162,2,39,0.218370884,0.021837088,3,0.162129216,0.016212922,3,0.297801274
162,2,40,0.313559322,0.031355932,3,0.236671001,0.0236671,3,0.281317571
162,3,41,0.289886425,0.028988643,3,0.162129216,0.016212922,3,0.581095563
162,3,42,0.358649789,0.035864979,3,0.236671001,0.0236671,3,0.415675398
162,1,43,0.385333333,0.038533333,3,0.204245554,0.020424555,3,0.634785796
162,1,44,0.277777778,0.027777778,3,0.288445553,0.028844555,3,-0.037684909
162,2,45,0.286393911,0.028639391,3,0.204245554,0.020424555,3,0.338045209
162,2,46,0.318318318,0.031831832,3,0.288445553,0.028844555,3,0.09854554
162,3,47,0.272200772,0.027220077,3,0.204245554,0.020424555,3,0.287216963
162,3,48,0.322660099,0.03226601,3,0.288445553,0.028844555,3,0.1120931
162,1,49,0.36565097,0.036565097,3,0.218270572,0.021827057,3,0.515943795
162,1,50,0.294339623,0.029433962,3,0.288069835,0.028806984,3,0.021531346
162,2,51,0.334104046,0.033410405,3,0.218270572,0.021827057,3,0.425717012
162,2,52,0.348809524,0.034880952,3,0.288069835,0.028806984,3,0.191323062
162,3,53,0.295437547,0.029543755,3,0.218270572,0.021827057,3,0.302722018
162,3,54,0.331378299,0.03313783,3,0.288069835,0.028806984,3,0.140057687
163,5,2,0.5,0.05,3,0.542857143,0.054285714,3,-8.22E-02
163,4,6,0.453038674,0.045303867,3,0.542857143,0.054285714,3,-0.180868702
163,3,10,0.544776119,0.054477612,3,0.542857143,0.054285714,3,3.53E-03
163,2,14,0.575757576,0.057575758,3,0.542857143,0.054285714,3,5.88E-02
163,1,18,0.546666667,0.054666667,3,0.542857143,0.054285714,3,6.99E-03
164,1,1,0.167272727,0.016727273,3,0.181132075,0.018113208,3,-0.079600886
164,1,3,0.140625,0.0140625,3,0.122580645,0.012258065,3,0.137327632
164,1,5,0.133333333,0.013333333,3,0.113333333,0.011333333,3,0.162518929
164,1,7,0.116666667,0.011666667,3,0.118181818,0.011818182,3,-0.012903405
164,1,9,0.170212766,0.017021277,3,0.142857143,0.014285714,3,0.175204089
164,1,11,0.16,0.016,3,0.111111111,0.011111111,3,0.364643114
164,1,13,0.168831169,0.016883117,3,0.184210526,0.018421053,3,-0.087180054
165,1,10,0.774615319,0.077461532,3,0.715739361,0.071573936,3,0.079050464
165,1,11,1.024495987,0.102449599,3,0.715739361,0.071573936,3,0.358639971
165,1,12,0.953410234,0.095341023,3,0.715739361,0.071573936,3,0.286729198
166,1,2,1.359297297,0.13592973,3,1.559,0.1559,3,-0.137076717
166,1,7,0.767333333,0.076733333,3,1.152636364,0.115263636,3,-0.406885787
166,1,12,0.615220339,0.061522034,3,0.785904762,0.078590476,3,-0.244855139
167,1,4,1.147952444,0.114795244,3,1.109700816,0.110970082,3,0.033889428
167,2,5,3.072886297,0.30728863,3,1.808016878,0.180801688,3,0.530386685
167,3,6,4.311614731,0.431161473,3,4.514588859,0.451458886,3,-0.04600164
168,1,7,3.381215302,0.33812153,3,2.567951304,0.25679513,3,0.275126779
168,2,8,2.528138554,0.252813855,3,2.567951304,0.25679513,3,-0.01562514
168,3,9,3.207881692,0.320788169,3,2.567951304,0.25679513,3,0.222502387
171,2,1,5.482179388,0.548217939,3,5.615725321,0.561572532,3,-2.41E-02
171,1,4,5.422460916,0.542246092,3,5.615725321,0.561572532,3,-3.50E-02
171,2,7,4.776397545,0.477639755,3,5.815534018,0.581553402,3,-0.196846006
171,1,10,5.793548042,0.579354804,3,5.815534018,0.581553402,3,-3.79E-03
172,1,13,2.241495828,0.224149583,10,1.663519066,0.166351907,10,0.298208146
172,1,14,2.234814177,0.223481418,10,1.663519066,0.166351907,10,0.295222805
172,1,15,1.805407909,0.180540791,10,1.663519066,0.166351907,10,8.19E-02
172,1,16,0.265258106,0.026525811,10,0.373266216,0.037326622,10,-0.341588544
172,1,17,0.343475112,0.034347511,10,0.373266216,0.037326622,10,-8.32E-02
172,1,18,0.356044714,0.035604471,10,0.373266216,0.037326622,10,-4.72E-02
172,1,31,0.265258106,0.026525811,10,0.51776034,0.051776034,10,-0.668809136
172,1,32,0.343475112,0.034347511,10,0.51776034,0.051776034,10,-0.410397818
172,1,33,0.356044714,0.035604471,10,0.51776034,0.051776034,10,-0.374456148
172,1,34,2.241495828,0.224149583,10,1.364372946,0.136437295,10,0.496448481
172,1,35,2.234814177,0.223481418,10,1.364372946,0.136437295,10,0.493463139
172,1,36,1.805407909,0.180540791,10,1.364372946,0.136437295,10,0.280091612
173,2,13,0.426335175,0.042633518,5,0.422932331,0.042293233,5,8.01E-03
173,2,14,0.286697248,0.028669725,5,0.320843091,0.032084309,5,-0.112525419
173,2,15,0.196277496,0.01962775,5,0.208219178,0.020821918,5,-5.91E-02
173,1,25,0.426335175,0.042633518,5,0.265822785,0.026582279,5,0.472395968
173,1,26,0.286697248,0.028669725,5,0.179765131,0.017976513,5,0.466775602
173,1,27,0.196277496,0.01962775,5,0.153954802,0.01539548,5,0.242870385
176,2,5,0.640212264,0.064021226,9,0.57766213,0.057766213,9,0.102810637
176,1,6,0.663306085,0.066330609,9,0.57766213,0.057766213,9,0.138247404
179,1,17,15.76666667,1.576666667,9,16.65517241,1.665517241,9,-5.48E-02
179,2,18,16.17647059,1.617647059,6,16.65517241,1.665517241,6,-2.92E-02
179,3,19,13.42857143,1.342857143,9,16.65517241,1.665517241,9,-0.21533619
179,4,20,13.48888889,1.348888889,9,16.65517241,1.665517241,9,-0.210854522
179,1,21,15.76666667,1.576666667,9,12.45283019,1.245283019,9,0.235950085
179,2,22,16.17647059,1.617647059,6,12.45283019,1.245283019,6,0.261609832
179,3,23,13.42857143,1.342857143,9,12.45283019,1.245283019,9,7.54E-02
179,4,24,13.48888889,1.348888889,9,12.45283019,1.245283019,9,7.99E-02
180,1,1,1.324561404,0.13245614,16,1.251968504,0.12519685,16,0.056364273
180,1,5,3.522727273,0.352272727,16,4.230769231,0.423076923,16,-0.183148345
183,1,7,0.784478096,0.07844781,3,0.150813008,0.015081301,3,1.648977938
183,1,8,0.996978243,0.099697824,3,0.163194444,0.016319444,3,1.809786547
183,1,9,0.869822006,0.086982201,3,0.158502773,0.015850277,3,1.702516514
183,2,16,2.019642248,0.201964225,3,7.630727763,0.763072776,3,-1.329262832
183,2,17,2.138287638,0.213828764,3,7.127659574,0.712765957,3,-1.20397759
183,2,18,2.072761043,0.207276104,3,7.309037901,0.73090379,3,-1.260230095
184,6,7,0.275559199,0.02755592,3,0.301654412,0.030165441,3,-9.05E-02
184,7,8,0.47516244,0.047516244,3,0.301654412,0.030165441,3,0.454374694
184,8,9,0.339878877,0.033987888,3,0.301654412,0.030165441,3,0.119307279
184,6,10,0.098534056,0.009853406,3,0.120515329,0.012051533,3,-0.201374722
184,7,11,0.076993981,0.007699398,3,0.120515329,0.012051533,3,-0.448049704
184,8,12,0.125955838,0.012595584,3,0.120515329,0.012051533,3,4.42E-02
187,2,7,3.363387978,0.336338798,3,2.139272271,0.213927227,3,0.452483082
187,2,8,2.187250996,0.2187251,3,2.139272271,0.213927227,3,2.22E-02
189,1,25,0.738068812,0.073806881,5,0.675335934,0.067533593,5,8.88E-02
189,1,26,0.528,0.0528,5,0.672356828,0.067235683,5,-0.24169291
189,1,27,0.58010118,0.058010118,5,0.446808511,0.044680851,5,0.261072422
189,1,28,0.465930018,0.046593002,5,0.428355958,0.042835596,5,8.41E-02
189,1,29,0.403272377,0.040327238,5,0.303859649,0.030385965,5,0.283046294
189,1,30,0.378555799,0.03785558,5,0.300312012,0.030031201,5,0.231541507
189,1,31,3.35605007,0.335605007,5,2.575393154,0.257539315,5,0.264762504
189,1,32,1.861423221,0.186142322,5,2.127703399,0.21277034,5,-0.133701814
189,1,33,1.602777778,0.160277778,5,1.785542169,0.178554217,5,-0.10798387
189,1,34,1.097496706,0.109749671,5,1.428205128,0.142820513,5,-0.263386636
189,1,35,1.195783133,0.119578313,5,0.869215292,0.086921529,5,0.31896575
189,1,36,1.316176471,0.131617647,5,0.83995585,0.083995585,5,0.449136868
190,3,9,23.95063228,2.395063228,3,318.3798669,31.83798669,3,-2.587250496
190,4,10,35.6711194,3.56711194,3,318.3798669,31.83798669,3,-2.188903839
190,3,11,51.52979993,5.152979993,3,466.0547368,46.60547368,3,-2.202142808
190,4,12,122.8751792,12.28751792,3,466.0547368,46.60547368,3,-1.333134051
191,1,3,2.203749878,0.220374988,5,2.379979378,0.237997938,5,-7.69E-02
191,2,6,2.7386343,0.27386343,5,2.379979378,0.237997938,5,0.140367543
191,3,9,2.234021284,0.223402128,5,2.379979378,0.237997938,5,-6.33E-02
191,1,12,2.138346311,0.213834631,5,2.126411131,0.212641113,5,5.60E-03
191,2,15,1.995655258,0.199565526,5,2.126411131,0.212641113,5,-6.35E-02
191,3,18,2.17183862,0.217183862,5,2.126411131,0.212641113,5,2.11E-02
192,1,5,0.637554585,0.063755459,7,0.772884283,0.077288428,7,-0.192489442
192,1,6,0.858421481,0.085842148,7,0.772884283,0.077288428,7,0.104965876
192,1,9,0.164596273,0.016459627,7,0.180563542,0.018056354,7,-9.26E-02
192,1,10,0.16888434,0.016888434,7,0.180563542,0.018056354,7,-6.69E-02
192,2,17,0.637554585,0.063755459,7,0.913265306,0.091326531,7,-0.359386528
192,2,18,0.858421481,0.085842148,7,0.913265306,0.091326531,7,-6.19E-02
192,2,21,0.164596273,0.016459627,7,0.186708861,0.018670886,7,-0.126054862
192,2,22,0.16888434,0.016888434,7,0.186708861,0.018670886,7,-0.100336408
196,2,13,0.351718114,0.035171811,3,0.645860443,0.064586044,3,-0.607753406
196,2,14,0.32149256,0.032149256,3,0.206386248,0.020638625,3,0.443224996
196,1,15,0.027959521,0.002795952,3,0.051662386,0.005166239,3,-0.613972191
196,1,16,20.23518213,2.023518213,3,12.94545551,1.294545551,3,0.446677978
200,1,15,8.219895288,0.821989529,3,7.38996139,0.738996139,3,0.10643496
200,1,16,10.64506173,1.064506173,3,7.38996139,0.738996139,3,0.364973587
200,2,31,7.693227092,0.769322709,3,9.386206897,0.93862069,3,-0.198900917
200,2,32,10.47567568,1.047567568,3,9.386206897,0.93862069,3,0.109814707
208,2,4,1.005110733,0.100511073,6,0.45785877,0.045785877,6,0.786292222
208,2,5,0.609037328,0.060903733,6,0.275531915,0.027553192,6,0.793176094
208,2,6,0.436720143,0.043672014,6,0.239010989,0.023901099,6,0.602783054
208,2,10,2.525973921,0.252597392,6,4.599999991,0.459999999,6,-0.599429602
208,2,14,0.60775459,0.060775459,6,1.752628222,0.175262822,6,-1.059100616
208,1,18,0.437819426,0.043781943,6,1.335748819,0.133574882,6,-1.11544077
212,4,41,0.419104991,0.041910499,3,0.078482668,0.007848267,3,1.675243649
212,4,42,0.354567308,0.035456731,3,0.115841584,0.011584158,3,1.118674591
212,4,43,0.295552367,0.029555237,3,0.127340824,0.012734082,3,0.841978892
212,4,44,0.217391304,0.02173913,3,0.149758454,0.014975845,3,0.372675285
212,2,45,0.150141643,0.015014164,3,0.071240106,0.007124011,3,0.745523196
212,1,46,0.25798722,0.025798722,3,0.248190279,0.024819028,3,3.87E-02
212,1,47,0.187214612,0.018721461,3,0.158108108,0.015810811,3,0.168976588
212,1,48,0.168784029,0.016878403,3,0.186813187,0.018681319,3,-0.101489154
212,1,49,0.163716814,0.016371681,3,0.150851582,0.015085158,3,8.18E-02
212,1,50,0.161596958,0.016159696,3,0.075,0.0075,3,0.767617209
216,2,5,0.529721065,0.052972107,4,0.510010562,0.051001056,3,3.79E-02
216,2,6,0.483040097,0.04830401,4,0.510010562,0.051001056,3,-5.43E-02
216,1,11,0.529721065,0.052972107,4,0.317957166,0.031795717,3,0.510433898
216,1,12,0.483040097,0.04830401,4,0.317957166,0.031795717,3,0.418182991
217,1,5,0.000566955,5.67E-05,5,0.000448077,4.48E-05,5,0.23531458
217,1,6,0.001076511,0.000107651,5,0.000875169,8.75E-05,5,0.207063788
217,1,11,0.000504672,5.05E-05,5,0.000443456,4.43E-05,5,0.129310968
217,1,12,0.000938617,9.39E-05,5,0.000948523,9.49E-05,5,-1.05E-02
217,1,17,0.000511203,5.11E-05,5,0.000467649,4.68E-05,5,8.91E-02
217,1,18,0.00098527,0.000098527,5,0.00114343,0.000114343,5,-0.14887152
217,1,23,0.000696654,6.97E-05,5,0.000726615,7.27E-05,5,-4.21E-02
217,1,24,0.004502347,0.000450235,5,0.00413825,0.000413825,5,8.43E-02
217,4,29,0.000118737,1.19E-05,5,0.000111587,1.12E-05,5,6.21E-02
217,3,30,0.000100289,1.00E-05,5,0.000106691,1.07E-05,5,-6.19E-02
217,3,35,0.002861658,0.000286166,5,0.003248825,0.000324883,5,-0.126892128
217,2,36,0.002575612,0.000257561,5,0.002809038,0.000280904,5,-8.68E-02
218,4,3,4.494756216,0.449475622,3,2.744221322,0.274422132,3,0.493414069
218,3,6,3.076875071,0.307687507,3,2.44976511,0.244976511,3,0.227922348
220,1,5,3.494738667,0.349473867,25,3.834149408,0.383414941,25,-0.092689014
220,1,10,3.787945489,0.378794549,25,3.834149408,0.383414941,25,-0.012123828
220,1,15,2.828165403,0.28281654,25,3.857953259,0.385795326,25,-0.310508565
220,2,20,4.008254959,0.400825496,25,3.857953259,0.385795326,25,0.038219175
222,2,7,2.577804428,0.257780443,9,2.077558905,0.207755891,9,0.215744439
222,2,8,3.834414483,0.383441448,9,2.077558905,0.207755891,9,0.612823145
222,2,9,3.406751401,0.34067514,9,2.712267405,0.271226741,9,0.227974203
222,2,10,3.931780201,0.39317802,9,2.712267405,0.271226741,9,0.371307335
222,2,11,5.542094825,0.554209483,9,3.218863777,0.321886378,9,0.543344123
222,2,12,4.514554509,0.451455451,9,3.218863777,0.321886378,9,0.33827808
222,2,43,2.577804428,0.257780443,9,2.465583032,0.246558303,9,0.044509736
222,2,44,3.834414483,0.383441448,9,2.465583032,0.246558303,9,0.441588442
222,2,45,3.406751401,0.34067514,9,3.545885255,0.354588526,9,-0.040028679
222,2,46,3.931780201,0.39317802,9,3.545885255,0.354588526,9,0.103304452
222,2,47,5.542094825,0.554209483,9,3.966189142,0.396618914,9,0.334566837
222,2,48,4.514554509,0.451455451,9,3.966189142,0.396618914,9,0.129500793
222,2,67,2.577804428,0.257780443,9,2.609885407,0.260988541,9,-0.012368275
222,2,68,3.834414483,0.383441448,9,2.609885407,0.260988541,9,0.384710431
222,2,69,3.406751401,0.34067514,9,3.434697682,0.343469768,9,-0.008169742
222,2,70,3.931780201,0.39317802,9,3.434697682,0.343469768,9,0.13516339
222,2,71,5.542094825,0.554209483,9,3.036687657,0.303668766,9,0.601605222
222,2,72,4.514554509,0.451455451,9,3.036687657,0.303668766,9,0.396539178
224,1,3,2.153498455,0.215349846,8,2.161056986,0.216105699,8,-0.00350374
226,1,37,0.150472335,0.015047234,6,0.153242792,0.015324279,3,-0.018244293
226,1,38,0.132670367,0.013267037,6,0.147808729,0.014780873,3,-0.108051457
226,1,39,0.10399717,0.010399717,6,0.154571752,0.015457175,3,-0.396294714
226,1,40,0.893489254,0.089348925,6,0.577456605,0.057745661,3,0.43650101
226,1,41,0.221140473,0.022114047,6,0.191452681,0.019145268,3,0.144157441
226,1,42,0.20711129,0.020711129,6,0.204879889,0.020487989,3,0.010832378
226,1,43,0.100116356,0.010011636,3,0.153242792,0.015324279,3,-0.425690473
226,1,44,0.095431074,0.009543107,3,0.147808729,0.014780873,3,-0.437514817
226,1,45,0.074639585,0.007463959,3,0.154571752,0.015457175,3,-0.727987403
228,1,7,0.230088496,0.02300885,3,0.333333333,0.033333333,3,-0.370678992
228,1,8,0.2303207,0.02303207,3,0.52,0.052,3,-0.814356127
228,1,9,0.334841629,0.033484163,3,3.210526316,0.321052632,3,-2.260532493
228,1,16,0.334355828,0.033435583,3,0.333333333,0.033333333,3,3.06E-03
228,1,17,0.278884462,0.027888446,3,0.52,0.052,3,-0.62303123
228,1,18,0.63559322,0.063559322,3,3.210526316,0.321052632,3,-1.619631396
228,1,25,0.230088496,0.02300885,3,0.340740741,0.034074074,3,-0.392657899
228,1,26,0.2303207,0.02303207,3,0.531914894,0.053191489,3,-0.837010818
228,1,27,0.334841629,0.033484163,3,0.581395349,0.058139535,3,-0.551773317
228,2,34,0.334355828,0.033435583,3,0.340740741,0.034074074,3,-1.89E-02
228,2,35,0.278884462,0.027888446,3,0.531914894,0.053191489,3,-0.64568592
228,2,36,0.63559322,0.063559322,3,0.581395349,0.058139535,3,8.91E-02
229,1,7,0.233380422,0.023338042,3,0.25296779,0.025296779,3,-8.06E-02
229,1,8,0.233380422,0.023338042,3,0.296110188,0.029611019,3,-0.238061804
229,1,11,1.190459505,0.119045951,3,1.117227546,0.111722755,3,6.35E-02
229,1,12,1.190459505,0.119045951,3,0.852212466,0.085221247,3,0.334258781
230,3,49,0.628842941,0.062884294,5,0.766977836,0.076697784,5,-0.198576374
230,4,50,0.546345484,0.054634548,5,0.766977836,0.076697784,5,-0.339206374
230,3,51,0.415123226,0.041512323,5,0.596083622,0.059608362,5,-0.361805556
230,4,52,0.29377978,0.029377978,5,0.596083622,0.059608362,5,-0.707550524
230,3,53,0.337858746,0.033785875,5,0.430017239,0.043001724,5,-0.241197401
230,4,54,0.225399241,0.022539924,5,0.430017239,0.043001724,5,-0.645952066
230,3,55,0.628842941,0.062884294,5,0.52818583,0.052818583,5,0.174433357
230,4,56,0.546345484,0.054634548,5,0.52818583,0.052818583,5,3.38E-02
230,3,57,0.415123226,0.041512323,5,0.283113845,0.028311385,5,0.382726311
230,4,58,0.29377978,0.029377978,5,0.283113845,0.028311385,5,3.70E-02
230,3,59,0.337858746,0.033785875,5,0.17331583,0.017331583,5,0.667512358
230,4,60,0.225399241,0.022539924,5,0.17331583,0.017331583,5,0.262757693
230,3,61,0.628842941,0.062884294,5,0.317232761,0.031723276,5,0.684245764
230,4,62,0.546345484,0.054634548,5,0.317232761,0.031723276,5,0.543615764
230,3,63,0.415123226,0.041512323,5,0.311527888,0.031152789,5,0.287086545
230,4,64,0.29377978,0.029377978,5,0.311527888,0.031152789,5,-5.87E-02
230,3,65,0.337858746,0.033785875,5,0.284659597,0.02846596,5,0.171333828
230,4,66,0.225399241,0.022539924,5,0.284659597,0.02846596,5,-0.233420837
230,1,67,0.628842941,0.062884294,5,0.64635775,0.064635775,5,-2.75E-02
230,2,68,0.546345484,0.054634548,5,0.64635775,0.064635775,5,-0.168101614
230,1,69,0.415123226,0.041512323,5,0.344089394,0.034408939,5,0.187673917
230,2,70,0.29377978,0.029377978,5,0.344089394,0.034408939,5,-0.15807105
230,1,71,0.337858746,0.033785875,5,0.195347298,0.01953473,5,0.547848905
230,2,72,0.225399241,0.022539924,5,0.195347298,0.01953473,5,0.14309424
231,1,5,1.099270639,0.109927064,5,1.093776046,0.109377605,3,5.01E-03
231,1,6,0.794297266,0.079429727,8,1.093776046,0.109377605,3,-0.319933469
233,1,1,3.856796,0.3856796,3,1.3554615,0.13554615,3,1.0456948
233,1,2,4.342023,0.4342023,3,1.3554615,0.13554615,3,1.164198382
233,1,3,2.142415,0.2142415,3,1.3150895,0.13150895,3,0.488028973
233,1,4,3.0681999,0.30681999,3,1.3150895,0.13150895,3,0.847186314
233,1,5,2.0799873,0.20799873,3,1.087434,0.1087434,3,0.648540995
233,1,6,2.8075194,0.28075194,3,1.087434,0.1087434,3,0.948480525
233,1,7,3.856796,0.3856796,3,0.6513342,0.06513342,3,1.778569191
233,1,8,4.342023,0.4342023,3,0.6513342,0.06513342,3,1.897072773
233,1,9,2.142415,0.2142415,3,0.5338257,0.05338257,3,1.389619595
233,1,10,3.0681999,0.30681999,3,0.5338257,0.05338257,3,1.748776936
233,1,11,2.0799873,0.20799873,3,0.38329217,0.038329217,3,1.691319523
233,1,12,2.8075194,0.28075194,3,0.38329217,0.038329217,3,1.991259052
233,1,13,4.9195056,0.49195056,3,1.804879,0.1804879,3,1.002714484
233,1,14,5.0129037,0.50129037,3,1.804879,0.1804879,3,1.021521775
233,1,15,2.1704273,0.21704273,3,1.804879,0.1804879,3,0.184430507
233,1,16,2.129805,0.2129805,3,1.804879,0.1804879,3,0.165536873
233,1,17,1.431573,0.1431573,3,1.2756839,0.12756839,3,0.115291413
233,1,18,1.535301,0.1535301,3,1.2756839,0.12756839,3,0.185244026
233,1,19,4.9195056,0.49195056,3,1.8776689,0.18776689,3,0.963176977
233,1,20,5.0129037,0.50129037,3,1.8776689,0.18776689,3,0.981984267
233,1,21,2.1704273,0.21704273,3,1.3965871,0.13965871,3,0.440892586
233,1,22,2.129805,0.2129805,3,1.3965871,0.13965871,3,0.421998952
233,1,23,1.431573,0.1431573,3,0.8948766,0.08948766,3,0.469843287
233,1,24,1.535301,0.1535301,3,0.8948766,0.08948766,3,0.5397959
233,1,25,10.493061,1.0493061,3,4.240106,0.4240106,3,0.906125913
233,1,26,12.955605,1.2955605,3,4.240106,0.4240106,3,1.116940244
