"","Croplandtop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",0.396135165078377,0.396135165078377,0.13805947885533,0.654210851301424,0.00262574435501473,3.00846107561028,0.131673688016063,5.00503128236084e-10,0.292861036011783,0.202529085070145,15.5932722539514,0.00137384031896227,97,"active",55,0.56701030927835
"Passive",-0.00542601887182755,-0.00542601887182755,-0.305624208142666,0.294772170399011,0.971740104474137,-0.0354259350932392,0.153165155910396,NA,NA,NA,NA,NA,NA,"passive",20,0.206185567010309
"SOC",0.258993764894937,0.258993764894937,-0.0329944125607941,0.550981942350669,0.0821245559630954,1.73848974241935,0.148976297400818,NA,NA,NA,NA,NA,NA,"SOC",22,0.22680412371134
