"","Naturaltop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",-0.701926700898471,-0.701926700898471,-1.43652586907424,0.0326724672773027,0.0610971868115014,-1.87279146662311,0.374802381048937,0.792881052959712,0.0298559246431128,0.126784190754179,4.6498068711212,0.199310804412641,75,"active",38,0.506666666666667
"Passive",-0.581314234654349,-0.581314234654349,-1.32590892513288,0.163280455824179,0.125975151542551,-1.5301679936648,0.379902231036792,NA,NA,NA,NA,NA,NA,"passive",19,0.253333333333333
"SOC",-0.580217702796469,-0.580217702796469,-1.32877736818475,0.168341962591814,0.128714192746795,-1.51919192718428,0.381925214592118,NA,NA,NA,NA,NA,NA,"SOC",18,0.24
"Active1",-0.143605924792497,-0.143605924792497,-1.1594775595167,0.872265709931707,0.781730221728283,-0.277064966614876,0.518311378544335,0.771501060778532,9.06951032233003e-13,0.0373506013571919,22.8599133669735,4.31911180115923e-05,23,"active",6,0.260869565217391
"Passive1",0.330212308937372,0.330212308937372,-0.684169171640519,1.34459378951526,0.523455167615375,0.638028439163096,0.517551081845994,NA,NA,NA,NA,NA,NA,"passive",7,0.304347826086957
"SOC1",0.277503123255166,0.277503123255166,-0.730334322104794,1.28534056861512,0.589427032734729,0.53966652031196,0.514212227015217,NA,NA,NA,NA,NA,NA,"SOC",10,0.434782608695652
