"","Naturaltop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",-0.498116877393185,-0.498116877393185,-0.670770184655396,-0.325463570130974,1.56179353678241e-08,-5.65463329526314,0.0880900407477272,0.0355601930704516,0.0576674438700706,0.338546085866688,40.5726304096462,8.05667251505319e-09,381,"active",227,0.595800524934383
"Passive",-0.14687843561788,-0.14687843561788,-0.355540975402667,0.061784104166908,0.167701563893971,-1.37962685690274,0.106462435754275,NA,NA,NA,NA,NA,NA,"passive",78,0.204724409448819
"SOC",-0.337946757759809,-0.337946757759809,-0.54181352665591,-0.134079988863709,0.0011581079567454,-3.24900167637854,0.104015568910539,NA,NA,NA,NA,NA,NA,"SOC",76,0.199475065616798
"Active1",-0.228059271134922,-0.228059271134922,-0.509693869531243,0.0535753272613979,0.112485425609743,-1.58712019158916,0.143693762037373,0.0876359641421689,1.56862491508621e-08,0.31939075053869,3.68517036861208,0.297528234562217,129,"active",80,0.62015503875969
"Passive1",-0.296523550564879,-0.296523550564879,-0.664771650965407,0.0717245498356487,0.114515724033186,-1.57821718304313,0.187885136311291,NA,NA,NA,NA,NA,NA,"passive",19,0.147286821705426
"SOC1",-0.279355389395186,-0.279355389395186,-0.613362792238359,0.0546520134479865,0.101158171088658,-1.63926457150655,0.170415071643041,NA,NA,NA,NA,NA,NA,"SOC",30,0.232558139534884
