"","Grasslandtop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",0.171629398566903,0.171629398566903,0.0770848994789406,0.266173897654866,0.000373717715548039,3.55798003188352,0.0482378757128792,3.34771927693497e-09,0.10911652414233,0.213965421626951,13.401568238768,0.00384397628490718,598,"active",387,0.647157190635452
"Passive",0.0852675825603808,0.0852675825603808,-0.0274931692849932,0.198028334405755,0.138316801857181,1.4820882987399,0.0575320530044513,NA,NA,NA,NA,NA,NA,"passive",118,0.197324414715719
"SOC",0.119412031677542,0.119412031677542,0.00121630432963665,0.237607759025447,0.0476885657590594,1.98013317960166,0.0603050506438985,NA,NA,NA,NA,NA,NA,"SOC",93,0.155518394648829
"Active1",-0.00334740353321558,-0.00334740353321558,-0.157466963550128,0.150772156483696,0.966044720518302,-0.0425694854443182,0.0786338734959354,8.26025230890016e-10,0.0683442243185028,0.16501087212571,0.699086333030764,0.873418831721498,126,"active",78,0.619047619047619
"Passive1",0.0664478179987872,0.0664478179987872,-0.136030346858568,0.268925982856143,0.520089929103649,0.643206788349969,0.103307084443631,NA,NA,NA,NA,NA,NA,"passive",28,0.222222222222222
"SOC1",0.0596800101050295,0.0596800101050295,-0.187482690854323,0.306842711064382,0.636032167973327,0.473253731039624,0.126105736079306,NA,NA,NA,NA,NA,NA,"SOC",20,0.158730158730159
