"","Grasslandtop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",0.192716491036342,0.192716491036342,0.064269464083996,0.321163517988689,0.00327527409889443,2.94064713384374,0.0655354016530508,0.0824150180793631,0.0535146569384349,0.12854639804075,8.66656870909115,0.0340687830399201,776,"active",416,0.536082474226804
"Passive",0.1874315455223,0.1874315455223,0.0576995287522298,0.317163562292369,0.00463046972307869,2.83167631195833,0.0661910207500645,NA,NA,NA,NA,NA,NA,"passive",214,0.275773195876289
"SOC",0.179386320956487,0.179386320956487,0.0408219045496414,0.317950737363333,0.011168530607645,2.53738107885891,0.0706974299016839,NA,NA,NA,NA,NA,NA,"SOC",146,0.188144329896907
"Active1",0.224393023573827,0.224393023573827,0.0187193167658339,0.43006673038182,0.0324883971378962,2.13834938559904,0.104937492949014,0.0627381996684081,0.0253901334500791,0.149481232142325,9.91396528482283,0.0193117987804257,236,"active",131,0.555084745762712
"Passive1",0.294935184876646,0.294935184876646,0.0847319216987714,0.505138448054521,0.00595923521079975,2.75001601494041,0.107248533562826,NA,NA,NA,NA,NA,NA,"passive",67,0.283898305084746
"SOC1",0.32605585548113,0.32605585548113,0.0886683801172166,0.563443330845043,0.00710153916312554,2.69204486341051,0.121118284436038,NA,NA,NA,NA,NA,NA,"SOC",38,0.161016949152542
