"","Naturaltop","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Var","number","percent"
"Active",-0.321059104967165,-0.321059104967165,-0.451632297241351,-0.190485912692979,1.44102070785353e-06,-4.81924560228976,0.0666201998119002,0.140052750552402,0.0283130505731082,0.196545177525068,1836.848436018,0,793,"active",476,0.600252206809584
"Passive",-0.407636730449916,-0.407636730449916,-0.542823548950752,-0.272449911949079,3.42119819893987e-09,-5.90999417929606,0.0689741339979576,NA,NA,NA,NA,NA,NA,"passive",177,0.223203026481715
"SOC",-0.244109010370124,-0.244109010370124,-0.37931030641823,-0.108907714322018,0.000402011956352872,-3.53875948391,0.0689815206373977,NA,NA,NA,NA,NA,NA,"SOC",140,0.176544766708701
"Active1",-0.169270873898879,-0.169270873898879,-0.370224157607636,0.0316824098098772,0.0987477761295349,-1.65095494012556,0.102529069561405,0.0507952729039787,0.0970119197373766,0.213155648993973,3.00194909000174,0.391324762541836,192,"active",114,0.59375
"Passive1",-0.153075761043191,-0.153075761043191,-0.381071466644112,0.0749199445577299,0.188202559416785,-1.31591504217131,0.116326477118622,NA,NA,NA,NA,NA,NA,"passive",50,0.260416666666667
"SOC1",-0.166774568559905,-0.166774568559905,-0.424263100976821,0.0907139638570098,0.204276002318371,-1.2694629343157,0.13137411424289,NA,NA,NA,NA,NA,NA,"SOC",28,0.145833333333333
