"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.508503658227187,0.508503658227187,0.207871669076004,0.809135647378371,0.000915844600384911,3.31517899657362,0.153386486446961,0.66311777974831,NA,NA,510.219933735972,1.61119872936144e-111,112,"subsoil",17,0.149122807017544
"Soil.layertopsoil",-0.123910362448157,-0.123910362448157,-0.421022277634344,0.173201552738029,0.413698783094559,-0.817401912533544,0.151590497340649,NA,NA,NA,NA,NA,NA,"topsoil",97,0.850877192982456
