"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",0.195906370685317,0.195906370685317,0.060431613697465,0.331381127673168,0.00459332751831563,2.83425074473177,0.0691210440887992,0.298662931340554,NA,NA,116.526206211796,4.97342785660652e-26,297,"subsoil",110,0.37037037037037
"Soil.layertopsoil",0.076274618440164,0.076274618440164,-0.0582715808935914,0.210820817773919,0.266521395749483,1.11110908979612,0.0686472814781489,NA,NA,NA,NA,NA,NA,"topsoil",187,0.62962962962963
