"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.102440584916194,-0.102440584916194,-0.261659387997862,0.0567782181654741,0.207297654633015,-1.26103106608565,0.0812355759277037,0.361917673658684,NA,NA,16.0470655221012,0.000327660429733436,297,"subsoil",73,0.24496644295302
"Soil.layertopsoil",-0.148151312458332,-0.148151312458332,-0.306172541062002,0.00986991614533747,0.0661293694115252,-1.8375457477865,0.0806245573133595,NA,NA,NA,NA,NA,NA,"topsoil",225,0.75503355704698
