"","Abandoned","estimate","ci.lb","ci.ub","pval","zval","se","sigma1","sigma2","sigma3","Qm","QmP","K","Soil.layer","number","percent"
"Soil.layersubsoil",-0.00596375546641016,-0.00596375546641016,-0.133716249435578,0.121788738502757,0.927099083138476,-0.0914952465005403,0.065181041578755,0.229351992555532,NA,NA,91.2278927539594,1.54922604884388e-20,475,"subsoil",126,0.265263157894737
"Soil.layertopsoil",0.0757932167699359,0.0757932167699359,-0.0512037143338104,0.202790147873682,0.242110101187012,1.16972885762221,0.0647955432372646,NA,NA,NA,NA,NA,NA,"topsoil",349,0.734736842105263
